alert_id,customer_id,transaction_id,rule_id,strategy,queue,priority,status,alert_date,alert_time,risk_score,escalation_level,false_positive_probability,customer_contact_attempts
ALRT-AU-CUST00356-389,AU-CUST00581,TXN-2024-010064,RUL-TX292,App Invoice Fraud,Device Anomaly,Critical,Open,2025-04-22,03:43:33,879,L1,0.21,3
ALRT-AU-CUST00885-147,AU-CUST00980,TXN-2024-003876,RUL-TX804,App Investment Scam,Device Anomaly,High,Open,2025-08-27,10:36:31,855,L2,0.39,3
ALRT-AU-CUST00511-310,AU-CUST00788,TXN-2024-008162,RUL-TX672,Mule Activity,Investment Scam Monitoring,High,Open,2025-09-21,06:44:36,926,L2,0.14,3
ALRT-AU-CUST00010-273,AU-CUST00479,TXN-2024-007499,RUL-TX941,Mule Activity,Investment Scam Monitoring,High,Open,2025-04-22,06:04:14,822,L2,0.19,3
ALRT-AU-CUST00493-403,AU-CUST00553,TXN-2024-010424,RUL-TX101,App Investment Scam,Investment Scam Monitoring,High,Open,2024-10-26,00:10:06,817,L1,0.1,2
ALRT-AU-CUST00148-158,AU-CUST00233,TXN-2024-004229,RUL-TX495,Mule Activity,High-Risk Behaviour,High,Open,2024-12-13,00:11:03,792,L2,0.24,3
ALRT-AU-CUST00868-328,AU-CUST00729,TXN-2024-008456,RUL-TX961,App Bank Impersonation,Investment Scam Monitoring,High,Open,2025-04-25,02:14:39,930,L1,0.07,3
ALRT-AU-CUST00688-269,AU-CUST00885,TXN-2024-007272,RUL-TX425,App Bank Impersonation,High-Risk Behaviour,High,Open,2025-04-17,16:00:54,864,L1,0.22,3
ALRT-AU-CUST00723-287,AU-CUST00885,TXN-2024-007681,RUL-TX256,Mule Activity,Device Anomaly,High,Open,2024-12-04,20:51:09,807,L2,0.25,1
ALRT-AU-CUST00355-272,AU-CUST00029,TXN-2024-007550,RUL-TX633,App Investment Scam,Device Anomaly,High,Open,2025-09-11,00:51:48,781,L2,0.4,1
ALRT-AU-CUST00116-149,AU-CUST00720,TXN-2024-003913,RUL-TX237,App Investment Scam,High-Risk Behaviour,High,Open,2024-08-28,02:34:53,911,L1,0.13,3
ALRT-AU-CUST00427-311,AU-CUST00521,TXN-2024-008241,RUL-TX781,Mule Activity,High-Risk Behaviour,High,Open,2024-07-17,05:59:05,841,L1,0.17,2
ALRT-AU-CUST00439-341,AU-CUST00355,TXN-2024-008847,RUL-TX153,Mule Activity,Device Anomaly,High,Open,2025-02-13,02:14:39,794,L1,0.14,2
ALRT-AU-CUST00479-344,AU-CUST00821,TXN-2024-008906,RUL-TX101,App Invoice Fraud,High-Risk Behaviour,High,Open,2025-07-30,10:56:51,883,L2,0.15,1
ALRT-AU-CUST00325-336,AU-CUST00170,TXN-2024-008814,RUL-TX281,App Bank Impersonation,High-Risk Behaviour,High,Open,2024-10-04,20:23:38,874,L1,0.39,2
ALRT-AU-CUST00118-371,AU-CUST00421,TXN-2024-009641,RUL-TX740,App Bank Impersonation,Investment Scam Monitoring,Critical,Open,2024-06-27,23:11:19,912,L1,0.11,3
ALRT-AU-CUST00948-289,AU-CUST00419,TXN-2024-007692,RUL-TX150,Mule Activity,Investment Scam Monitoring,Critical,Open,2024-07-21,18:33:16,846,L1,0.35,3
ALRT-AU-CUST00685-320,AU-CUST00938,TXN-2024-008375,RUL-TX391,App Investment Scam,High-Risk Behaviour,High,Open,2024-10-10,06:10:26,924,L2,0.38,2
ALRT-AU-CUST00072-204,AU-CUST00479,TXN-2024-005768,RUL-TX514,Mule Activity,High-Risk Behaviour,High,Open,2025-09-01,17:12:40,826,L2,0.28,2
ALRT-AU-CUST00720-253,AU-CUST00381,TXN-2024-007015,RUL-TX830,App Bank Impersonation,High-Risk Behaviour,Critical,Open,2025-06-30,07:08:34,895,L2,0.39,1
ALRT-AU-CUST00821-304,AU-CUST00812,TXN-2024-008060,RUL-TX570,App Investment Scam,Investment Scam Monitoring,High,Open,2024-03-11,05:37:34,761,L1,0.15,1
ALRT-AU-CUST00360-36,AU-CUST00788,TXN-2024-000795,RUL-TX298,Mule Activity,Device Anomaly,High,Open,2024-03-11,00:33:07,816,L1,0.14,3
ALRT-AU-CUST00421-274,AU-CUST00188,TXN-2024-007300,RUL-TX604,App Investment Scam,High-Risk Behaviour,High,Open,2024-12-25,06:04:14,796,L2,0.39,2
ALRT-AU-CUST00635-380,AU-CUST00290,TXN-2024-009845,RUL-TX119,App Bank Impersonation,High-Risk Behaviour,Critical,Open,2025-06-25,23:01:51,912,L2,0.26,3
ALRT-AU-CUST00400-75,AU-CUST00847,TXN-2024-002007,RUL-TX786,App Bank Impersonation,Investment Scam Monitoring,Critical,Open,2025-09-08,04:32:55,930,L2,0.07,3
ALRT-AU-CUST00938-404,AU-CUST00817,TXN-2024-010452,RUL-TX270,App Invoice Fraud,High-Risk Behaviour,High,Open,2025-08-18,03:43:33,917,L1,0.24,1
ALRT-AU-CUST00877-15,AU-CUST00085,TXN-2024-000358,RUL-TX914,App Invoice Fraud,Investment Scam Monitoring,Critical,Open,2024-12-03,08:26:41,801,L1,0.09,2
ALRT-AU-CUST00381-419,AU-CUST00381,TXN-2024-010895,RUL-TX196,Mule Activity,Device Anomaly,High,Open,2025-08-31,23:15:19,853,L2,0.37,1
ALRT-AU-CUST00026-63,AU-CUST00427,TXN-2024-001635,RUL-TX142,App Investment Scam,Device Anomaly,High,Open,2025-08-05,06:40:26,925,L2,0.29,2
ALRT-AU-CUST00715-155,AU-CUST00969,TXN-2024-004111,RUL-TX423,App Invoice Fraud,Investment Scam Monitoring,Critical,Open,2025-09-08,01:54:37,912,L1,0.25,3
ALRT-AU-CUST00554-440,AU-CUST00126,TXN-2024-011610,RUL-TX876,App Bank Impersonation,Investment Scam Monitoring,Critical,Open,2025-08-19,14:29:49,875,L2,0.31,1
ALRT-AU-CUST00537-61,AU-CUST00169,TXN-2024-001527,RUL-TX835,App Invoice Fraud,Device Anomaly,Critical,Open,2025-05-28,23:54:19,921,L1,0.12,2
ALRT-AU-CUST00848-429,AU-CUST00560,TXN-2024-011087,RUL-TX324,Mule Activity,Device Anomaly,Critical,Open,2025-04-22,15:10:11,878,L1,0.37,3
ALRT-AU-CUST00400-30,AU-CUST00969,TXN-2024-000559,RUL-TX453,App Bank Impersonation,Investment Scam Monitoring,Critical,Open,2025-07-07,17:40:00,781,L1,0.22,1
ALRT-AU-CUST00427-334,AU-CUST00984,TXN-2024-008562,RUL-TX273,Mule Activity,Device Anomaly,High,Open,2025-02-04,02:14:39,771,L2,0.18,2
ALRT-AU-CUST00463-192,AU-CUST00255,TXN-2024-005280,RUL-TX237,App Investment Scam,High-Risk Behaviour,High,Open,2025-08-23,01:27:03,780,L2,0.29,1
ALRT-AU-CUST00385-110,AU-CUST00161,TXN-2024-003082,RUL-TX537,App Invoice Fraud,High-Risk Behaviour,Critical,Open,2024-07-05,03:02:33,925,L1,0.33,3
ALRT-AU-CUST00192-256,AU-CUST00325,TXN-2024-006886,RUL-TX249,Mule Activity,Device Anomaly,High,Open,2025-01-12,00:51:48,816,L2,0.09,3
ALRT-AU-CUST00468-53,AU-CUST00167,TXN-2024-001301,RUL-TX237,App Investment Scam,Investment Scam Monitoring,High,Open,2025-07-27,00:07:18,806,L2,0.23,1
ALRT-AU-CUST00875-207,AU-CUST00847,TXN-2024-005699,RUL-TX770,App Romance Scam,High-Risk Behaviour,High,Open,2025-09-02,02:46:14,829,L1,0.28,1
ALRT-AU-CUST00377-89,AU-CUST00788,TXN-2024-002487,RUL-TX770,App Bank Impersonation,High-Risk Behaviour,Critical,Open,2025-08-18,20:40:42,917,L2,0.36,1
ALRT-AU-CUST00316-21,AU-CUST00965,TXN-2024-000408,RUL-TX202,App Investment Scam,Device Anomaly,High,Open,2025-04-12,01:09:59,866,L2,0.29,3
ALRT-AU-CUST00553-160,AU-CUST00709,TXN-2024-004157,RUL-TX675,App Invoice Fraud,High-Risk Behaviour,High,Open,2024-03-05,03:41:53,837,L1,0.39,3
ALRT-AU-CUST00167-151,AU-CUST00385,TXN-2024-003901,RUL-TX117,App Invoice Fraud,High-Risk Behaviour,High,Open,2024-03-11,01:51:43,887,L1,0.22,2
ALRT-AU-CUST00553-277,AU-CUST00666,TXN-2024-007557,RUL-TX810,App Romance Scam,High-Risk Behaviour,High,Open,2025-09-29,02:45:19,761,L1,0.35,3
ALRT-AU-CUST00333-261,AU-CUST00510,TXN-2024-007138,RUL-TX502,App Romance Scam,High-Risk Behaviour,High,Open,2025-01-27,15:11:51,847,L2,0.2,2
ALRT-AU-CUST00154-113,AU-CUST00237,TXN-2024-003214,RUL-TX710,App Bank Impersonation,Device Anomaly,High,Open,2024-10-02,08:10:17,877,L2,0.27,2
ALRT-AU-CUST00001-139,AU-CUST00167,TXN-2024-003748,RUL-TX770,Mule Activity,Investment Scam Monitoring,High,Open,2024-03-11,11:13:40,870,L2,0.3,3
ALRT-AU-CUST00715-155,AU-CUST00427,TXN-2024-004047,RUL-TX617,App Bank Impersonation,Device Anomaly,High,Open,2025-08-23,15:58:26,791,L1,0.11,2
ALRT-AU-CUST00237-17,AU-CUST00965,TXN-2024-000372,RUL-TX870,App Invoice Fraud,Device Anomaly,High,Open,2025-01-28,03:22:29,923,L2,0.22,1
ALRT-AU-CUST00633-96,AU-CUST00830,TXN-2024-002557,RUL-TX644,App Invoice Fraud,Investment Scam Monitoring,High,Open,2025-05-08,01:38:26,939,L1,0.11,3
ALRT-AU-CUST00852-182,AU-CUST00877,TXN-2024-005007,RUL-TX327,App Romance Scam,High-Risk Behaviour,Critical,Open,2024-11-05,14:00:53,889,L1,0.25,2
ALRT-AU-CUST00994-428,AU-CUST00758,TXN-2024-011194,RUL-TX512,Mule Activity,Investment Scam Monitoring,High,Open,2024-06-07,15:10:11,779,L2,0.33,1
ALRT-AU-CUST00758-423,AU-CUST00712,TXN-2024-011052,RUL-TX758,App Bank Impersonation,High-Risk Behaviour,Critical,Open,2025-04-25,11:58:34,830,L1,0.22,2
ALRT-AU-CUST00848-166,AU-CUST00604,TXN-2024-004588,RUL-TX249,App Bank Impersonation,Investment Scam Monitoring,High,Open,2025-08-18,09:13:22,814,L1,0.13,2
ALRT-AU-CUST00128-40,AU-CUST00788,TXN-2024-000868,RUL-TX142,App Invoice Fraud,Device Anomaly,High,Open,2025-02-26,23:01:34,818,L2,0.08,3
ALRT-AU-CUST00353-31,AU-CUST00169,TXN-2024-000610,RUL-TX226,App Romance Scam,High-Risk Behaviour,High,Open,2024-07-30,12:52:34,789,L1,0.28,1
ALRT-AU-CUST00373-25,AU-CUST00169,TXN-2024-000476,RUL-TX787,App Invoice Fraud,Investment Scam Monitoring,High,Open,2025-01-08,18:53:39,890,L1,0.19,1
ALRT-AU-CUST00910-191,AU-CUST00544,TXN-2024-005280,RUL-TX770,Mule Activity,High-Risk Behaviour,High,Open,2025-07-14,00:32:09,897,L1,0.38,1
ALRT-AU-CUST00800-238,AU-CUST00737,TXN-2024-006616,RUL-TX949,App Bank Impersonation,Investment Scam Monitoring,Critical,Open,2025-08-22,15:05:13,826,L2,0.21,1
ALRT-AU-CUST00575-410,AU-CUST00337,TXN-2024-010567,RUL-TX750,App Bank Impersonation,Device Anomaly,High,Open,2025-04-30,11:58:34,785,L2,0.38,2
ALRT-AU-CUST00666-245,AU-CUST00742,TXN-2024-006886,RUL-TX734,App Invoice Fraud,Device Anomaly,Critical,Open,2025-06-25,04:59:16,865,L1,0.08,3
ALRT-AU-CUST00609-294,AU-CUST00655,TXN-2024-007858,RUL-TX940,App Investment Scam,High-Risk Behaviour,High,Open,2025-04-16,04:06:40,904,L1,0.11,2
ALRT-AU-CUST00553-447,AU-CUST00678,TXN-2024-011877,RUL-TX954,App Bank Impersonation,Device Anomaly,High,Open,2025-01-09,03:53:47,801,L1,0.23,3
ALRT-AU-CUST00699-174,AU-CUST00169,TXN-2024-004868,RUL-TX784,App Bank Impersonation,High-Risk Behaviour,High,Open,2025-07-05,01:52:10,779,L1,0.39,2
ALRT-AU-CUST00876-55,AU-CUST00398,TXN-2024-001375,RUL-TX783,Mule Activity,Investment Scam Monitoring,High,Open,2025-07-14,08:27:22,787,L1,0.23,3
ALRT-AU-CUST00602-34,AU-CUST00545,TXN-2024-000672,RUL-TX710,App Investment Scam,High-Risk Behaviour,High,Open,2025-07-05,02:34:31,796,L1,0.25,1
ALRT-AU-CUST00386-74,AU-CUST00996,TXN-2024-001961,RUL-TX394,App Invoice Fraud,High-Risk Behaviour,High,Open,2025-07-24,09:36:42,772,L2,0.16,1
ALRT-AU-CUST00373-163,AU-CUST00373,TXN-2024-004586,RUL-TX781,App Investment Scam,High-Risk Behaviour,High,Open,2025-04-04,18:46:44,928,L2,0.17,2
ALRT-AU-CUST00225-68,AU-CUST00265,TXN-2024-001737,RUL-TX211,Mule Activity,Device Anomaly,High,Open,2025-05-03,05:40:30,774,L1,0.28,3
ALRT-AU-CUST00660-370,AU-CUST00594,TXN-2024-009599,RUL-TX144,App Romance Scam,Investment Scam Monitoring,High,Open,2025-08-31,21:56:14,800,L2,0.06,3
ALRT-AU-CUST00758-423,AU-CUST00086,TXN-2024-011064,RUL-TX148,App Bank Impersonation,Investment Scam Monitoring,High,Open,2024-11-14,23:25:04,765,L1,0.31,1
ALRT-AU-CUST00386-280,AU-CUST00169,TXN-2024-007566,RUL-TX932,App Investment Scam,High-Risk Behaviour,High,Open,2025-06-20,00:05:06,826,L2,0.32,1
ALRT-AU-CUST00707-329,AU-CUST00848,TXN-2024-008523,RUL-TX936,App Investment Scam,Investment Scam Monitoring,Critical,Open,2025-06-30,14:47:23,898,L1,0.35,2
ALRT-AU-CUST00786-222,AU-CUST00363,TXN-2024-006140,RUL-TX600,App Investment Scam,Device Anomaly,Critical,Open,2025-03-10,06:25:28,902,L2,0.37,1
ALRT-AU-CUST00426-24,AU-CUST00427,TXN-2024-000465,RUL-TX528,App Invoice Fraud,Investment Scam Monitoring,High,Open,2025-03-25,03:07:59,836,L1,0.3,3
ALRT-AU-CUST00386-280,AU-CUST00866,TXN-2024-007566,RUL-TX715,App Invoice Fraud,Investment Scam Monitoring,High,Open,2025-05-28,06:04:14,824,L1,0.28,2
ALRT-AU-CUST00818-229,AU-CUST00560,TXN-2024-006325,RUL-TX274,App Bank Impersonation,High-Risk Behaviour,Critical,Open,2025-03-30,04:58:10,798,L1,0.37,3
ALRT-AU-CUST00450-435,AU-CUST00136,TXN-2024-011326,RUL-TX419,App Investment Scam,High-Risk Behaviour,High,Open,2025-08-13,04:34:59,844,L1,0.1,2
ALRT-AU-CUST00148-158,AU-CUST00703,TXN-2024-004280,RUL-TX344,App Investment Scam,Investment Scam Monitoring,Critical,Open,2025-05-13,14:11:14,858,L1,0.39,3
ALRT-AU-CUST00995-338,AU-CUST00136,TXN-2024-008742,RUL-TX138,App Invoice Fraud,High-Risk Behaviour,Critical,Open,2025-02-15,00:16:37,864,L2,0.26,3
ALRT-AU-CUST00353-31,AU-CUST00468,TXN-2024-000635,RUL-TX488,App Investment Scam,Investment Scam Monitoring,High,Open,2025-08-03,17:40:00,781,L1,0.11,1
ALRT-AU-CUST00831-206,AU-CUST00518,TXN-2024-005828,RUL-TX511,App Investment Scam,Device Anomaly,High,Open,2024-12-28,17:10:01,771,L2,0.29,1
ALRT-AU-CUST00398-288,AU-CUST00427,TXN-2024-007685,RUL-TX700,Mule Activity,High-Risk Behaviour,Critical,Open,2025-07-25,01:10:31,875,L2,0.15,1
ALRT-AU-CUST00419-262,AU-CUST00072,TXN-2024-007205,RUL-TX330,App Invoice Fraud,High-Risk Behaviour,High,Open,2025-09-27,23:30:18,845,L2,0.09,2
ALRT-AU-CUST00109-157,AU-CUST00398,TXN-2024-004223,RUL-TX746,App Investment Scam,Investment Scam Monitoring,High,Open,2025-07-14,18:42:01,813,L2,0.28,2
ALRT-AU-CUST00976-116,AU-CUST00023,TXN-2024-003288,RUL-TX940,App Investment Scam,Device Anomaly,High,Open,2025-08-22,10:50:33,764,L1,0.21,2
ALRT-AU-CUST00770-343,AU-CUST00072,TXN-2024-008844,RUL-TX632,Mule Activity,Investment Scam Monitoring,High,Open,2025-08-29,20:47:06,867,L2,0.22,2
ALRT-AU-CUST00600-395,AU-CUST00857,TXN-2024-010194,RUL-TX898,Mule Activity,Investment Scam Monitoring,High,Open,2025-09-19,01:43:34,761,L1,0.2,2
ALRT-AU-CUST00479-344,AU-CUST00594,TXN-2024-008894,RUL-TX337,App Invoice Fraud,Investment Scam Monitoring,High,Open,2025-01-09,19:15:03,868,L1,0.3,1
ALRT-AU-CUST00666-426,AU-CUST00208,TXN-2024-011064,RUL-TX105,Mule Activity,Investment Scam Monitoring,Critical,Open,2025-09-12,23:25:04,809,L2,0.08,3
ALRT-AU-CUST00169-392,AU-CUST00821,TXN-2024-010064,RUL-TX690,App Investment Scam,High-Risk Behaviour,High,Open,2024-09-07,05:00:53,786,L2,0.31,3
ALRT-AU-CUST00685-320,AU-CUST00024,TXN-2024-008355,RUL-TX123,Mule Activity,Investment Scam Monitoring,High,Open,2024-03-05,08:32:14,817,L1,0.39,1
ALRT-AU-CUST00381-383,AU-CUST00443,TXN-2024-009847,RUL-TX767,App Investment Scam,Investment Scam Monitoring,High,Open,2025-04-11,14:01:46,829,L2,0.33,3
ALRT-AU-CUST00394-227,AU-CUST00087,TXN-2024-006234,RUL-TX184,App Bank Impersonation,High-Risk Behaviour,High,Open,2025-09-08,10:43:44,797,L1,0.32,2
ALRT-AU-CUST00169-27,AU-CUST00666,TXN-2024-000490,RUL-TX786,App Bank Impersonation,High-Risk Behaviour,Critical,Open,2025-03-30,03:07:59,776,L1,0.35,3
ALRT-AU-CUST00666-245,AU-CUST00714,TXN-2024-006712,RUL-TX617,App Investment Scam,Device Anomaly,High,Open,2024-12-21,18:29:58,828,L2,0.11,2
ALRT-AU-CUST00436-18,AU-CUST00085,TXN-2024-000388,RUL-TX870,App Investment Scam,Device Anomaly,Critical,Open,2025-07-13,19:35:30,922,L2,0.13,3
ALRT-AU-CUST00483-352,AU-CUST00398,TXN-2024-009192,RUL-TX119,App Investment Scam,Investment Scam Monitoring,High,Open,2025-01-29,15:30:52,833,L1,0.34,1
ALRT-AU-CUST00685-320,AU-CUST00386,TXN-2024-008375,RUL-TX787,App Investment Scam,Device Anomaly,High,Open,2024-05-25,01:19:53,938,L2,0.27,2
ALRT-AU-CUST00155-52,AU-CUST00512,TXN-2024-001301,RUL-TX777,App Romance Scam,High-Risk Behaviour,Critical,Open,2025-07-28,20:09:08,873,L2,0.27,1
ALRT-AU-CUST00673-19,AU-CUST00369,TXN-2024-000400,RUL-TX202,Mule Activity,High-Risk Behaviour,High,Open,2024-05-21,23:39:48,764,L2,0.16,1
ALRT-AU-CUST00948-289,AU-CUST00646,TXN-2024-007674,RUL-TX306,App Invoice Fraud,High-Risk Behaviour,High,Open,2025-07-24,00:24:28,852,L1,0.11,3
ALRT-AU-CUST00450-385,AU-CUST00327,TXN-2024-010064,RUL-TX110,App Bank Impersonation,High-Risk Behaviour,High,Open,2024-07-27,14:15:38,775,L2,0.22,2
ALRT-AU-CUST00560-445,AU-CUST00994,TXN-2024-011757,RUL-TX270,App Invoice Fraud,High-Risk Behaviour,High,Open,2025-06-25,03:53:47,776,L2,0.39,3
ALRT-AU-CUST00848-166,AU-CUST00720,TXN-2024-004646,RUL-TX735,App Investment Scam,Device Anomaly,Critical,Open,2024-07-05,11:57:19,923,L1,0.39,2
ALRT-AU-CUST00553-160,AU-CUST00427,TXN-2024-004453,RUL-TX687,App Bank Impersonation,High-Risk Behaviour,Critical,Open,2025-05-09,13:44:47,918,L1,0.36,3
ALRT-AU-CUST00169-400,AU-CUST00654,TXN-2024-010326,RUL-TX310,App Investment Scam,Investment Scam Monitoring,High,Open,2025-02-13,11:45:44,880,L1,0.22,3
ALRT-AU-CUST00537-61,AU-CUST00353,TXN-2024-001578,RUL-TX330,Mule Activity,Investment Scam Monitoring,Critical,Open,2025-09-29,14:48:09,866,L1,0.33,3
ALRT-AU-CUST00427-334,AU-CUST00770,TXN-2024-008718,RUL-TX611,App Bank Impersonation,Investment Scam Monitoring,High,Open,2025-01-06,09:20:30,763,L2,0.07,2
ALRT-AU-CUST00510-170,AU-CUST00709,TXN-2024-004646,RUL-TX876,App Romance Scam,High-Risk Behaviour,High,Open,2025-03-11,11:13:49,845,L2,0.21,2
ALRT-AU-CUST00400-75,AU-CUST00426,TXN-2024-002121,RUL-TX675,App Romance Scam,High-Risk Behaviour,High,Open,2024-11-16,23:23:36,911,L2,0.38,1
ALRT-AU-CUST00419-301,AU-CUST00604,TXN-2024-008050,RUL-TX416,App Bank Impersonation,High-Risk Behaviour,Critical,Open,2025-01-29,01:10:31,916,L1,0.17,2
ALRT-AU-CUST00948-289,AU-CUST00912,TXN-2024-007786,RUL-TX438,App Bank Impersonation,Device Anomaly,Critical,Open,2025-07-01,18:54:44,888,L2,0.17,1
ALRT-AU-CUST00421-231,AU-CUST00666,TXN-2024-006436,RUL-TX852,App Investment Scam,High-Risk Behaviour,Critical,Open,2024-04-15,05:32:00,892,L2,0.26,3
ALRT-AU-CUST00041-367,AU-CUST00666,TXN-2024-009528,RUL-TX698,App Bank Impersonation,High-Risk Behaviour,High,Open,2025-05-21,14:26:40,842,L2,0.36,1
ALRT-AU-CUST00742-97,AU-CUST00398,TXN-2024-002583,RUL-TX204,App Investment Scam,High-Risk Behaviour,High,Open,2025-03-11,05:58:39,909,L1,0.15,2
ALRT-AU-CUST00068-233,AU-CUST00666,TXN-2024-006452,RUL-TX154,App Investment Scam,High-Risk Behaviour,High,Open,2025-04-05,21:26:46,877,L2,0.14,2
ALRT-AU-CUST00355-272,AU-CUST00898,TXN-2024-007300,RUL-TX128,App Invoice Fraud,Device Anomaly,Critical,Open,2025-09-11,04:57:34,822,L2,0.14,2
ALRT-AU-CUST00996-105,AU-CUST00775,TXN-2024-002749,RUL-TX885,App Investment Scam,Investment Scam Monitoring,High,Open,2025-04-27,00:53:54,777,L1,0.26,2
ALRT-AU-CUST00379-220,AU-CUST00656,TXN-2024-006096,RUL-TX377,Mule Activity,Device Anomaly,High,Open,2025-05-30,00:32:09,903,L1,0.07,2
ALRT-AU-CUST00400-75,AU-CUST00398,TXN-2024-002112,RUL-TX377,App Bank Impersonation,Device Anomaly,Critical,Open,2025-04-21,04:15:54,799,L1,0.12,1
ALRT-AU-CUST00025-186,AU-CUST00463,TXN-2024-005159,RUL-TX915,App Bank Impersonation,Investment Scam Monitoring,High,Open,2025-04-10,10:23:29,831,L1,0.21,3
ALRT-AU-CUST00831-206,AU-CUST00955,TXN-2024-005934,RUL-TX657,App Bank Impersonation,Device Anomaly,Critical,Open,2025-08-22,22:20:12,772,L1,0.19,1
ALRT-AU-CUST00337-415,AU-CUST00536,TXN-2024-010690,RUL-TX512,Mule Activity,Device Anomaly,Critical,Open,2025-07-27,11:58:34,808,L1,0.12,3
ALRT-AU-CUST00788-202,AU-CUST00742,TXN-2024-005646,RUL-TX102,App Bank Impersonation,Device Anomaly,High,Open,2024-10-15,04:42:07,777,L1,0.29,1
ALRT-AU-CUST00499-114,AU-CUST00677,TXN-2024-003157,RUL-TX102,App Romance Scam,Investment Scam Monitoring,High,Open,2024-12-13,03:02:33,781,L2,0.21,2
ALRT-AU-CUST00525-159,AU-CUST00666,TXN-2024-004488,RUL-TX384,App Romance Scam,Device Anomaly,High,Open,2025-06-09,17:10:01,878,L2,0.36,3
ALRT-AU-CUST00314-347,AU-CUST00337,TXN-2024-008907,RUL-TX876,App Investment Scam,Investment Scam Monitoring,High,Open,2024-05-19,00:36:41,857,L2,0.31,3
ALRT-AU-CUST00400-285,AU-CUST00427,TXN-2024-007622,RUL-TX796,App Investment Scam,Device Anomaly,High,Open,2025-05-30,23:30:18,762,L2,0.3,3
ALRT-AU-CUST00877-41,AU-CUST00703,TXN-2024-000999,RUL-TX565,App Investment Scam,High-Risk Behaviour,High,Open,2025-09-22,14:24:51,848,L2,0.14,2
ALRT-AU-CUST00848-291,AU-CUST00818,TXN-2024-007685,RUL-TX177,App Investment Scam,Device Anomaly,High,Open,2025-08-10,04:58:10,835,L2,0.12,3
ALRT-AU-CUST00356-389,AU-CUST00660,TXN-2024-010004,RUL-TX150,App Investment Scam,Investment Scam Monitoring,Critical,Open,2025-09-24,23:42:24,927,L1,0.14,3
ALRT-AU-CUST00256-270,AU-CUST00421,TXN-2024-007291,RUL-TX119,App Invoice Fraud,Device Anomaly,High,Open,2025-01-29,08:15:42,777,L1,0.2,2
ALRT-AU-CUST00400-109,AU-CUST00085,TXN-2024-002843,RUL-TX814,App Bank Impersonation,High-Risk Behaviour,High,Open,2025-06-23,00:30:20,788,L2,0.2,2
ALRT-AU-CUST00439-341,AU-CUST00976,TXN-2024-008718,RUL-TX315,App Bank Impersonation,Device Anomaly,High,Open,2025-04-11,05:50:44,932,L2,0.11,1
ALRT-AU-CUST00426-24,AU-CUST00398,TXN-2024-000476,RUL-TX675,App Investment Scam,Device Anomaly,High,Open,2025-06-09,19:35:30,836,L2,0.26,3
ALRT-AU-CUST00827-134,AU-CUST00169,TXN-2024-003751,RUL-TX698,Mule Activity,High-Risk Behaviour,High,Open,2025-07-31,16:47:13,781,L1,0.38,2
ALRT-AU-CUST00774-218,AU-CUST00243,TXN-2024-006072,RUL-TX769,App Bank Impersonation,High-Risk Behaviour,High,Open,2024-03-16,00:53:43,834,L2,0.37,3
ALRT-AU-CUST00600-442,AU-CUST00544,TXN-2024-011682,RUL-TX270,App Bank Impersonation,Investment Scam Monitoring,High,Open,2025-01-16,11:10:41,805,L2,0.36,1
ALRT-AU-CUST00432-333,AU-CUST00821,TXN-2024-008562,RUL-TX256,App Bank Impersonation,Investment Scam Monitoring,Critical,Open,2025-04-18,14:47:23,891,L2,0.36,2
ALRT-AU-CUST00109-157,AU-CUST00426,TXN-2024-004157,RUL-TX992,Mule Activity,Device Anomaly,High,Open,2024-11-03,03:15:31,841,L1,0.16,3
ALRT-AU-CUST00508-187,AU-CUST00398,TXN-2024-005238,RUL-TX657,App Invoice Fraud,High-Risk Behaviour,High,Open,2025-02-01,05:18:08,767,L1,0.27,2
ALRT-AU-CUST00980-87,AU-CUST00118,TXN-2024-002229,RUL-TX537,App Bank Impersonation,High-Risk Behaviour,High,Open,2025-05-10,16:49:48,801,L2,0.15,2
ALRT-AU-CUST00788-321,AU-CUST00914,TXN-2024-008375,RUL-TX327,App Bank Impersonation,High-Risk Behaviour,High,Open,2025-02-21,05:33:43,815,L1,0.13,3
ALRT-AU-CUST00421-231,AU-CUST00421,TXN-2024-006234,RUL-TX997,App Invoice Fraud,Investment Scam Monitoring,High,Open,2025-03-30,04:53:43,761,L2,0.39,3
ALRT-AU-CUST00841-50,AU-CUST00602,TXN-2024-001210,RUL-TX771,App Invoice Fraud,Device Anomaly,Critical,Open,2024-11-05,03:35:02,868,L2,0.4,3
ALRT-AU-CUST00603-76,AU-CUST00373,TXN-2024-001974,RUL-TX683,App Investment Scam,Device Anomaly,High,Open,2024-04-17,18:20:33,882,L1,0.09,1
