call_id,customer_id,transaction_id,call_date,call_time,call_type,call_outcome_category,call_duration_seconds,analyst_team,risk_level,customer_profile,escalated,call_quality_score,resolution_time_hours
CALL-000353,AU-CUST00632,TXN-2024-010683,2025-04-08,02:30:12,Outbound,No Response,2291,Customer Protection,High,Vulnerable,False,0.88,5.9
CALL-000354,AU-CUST00337,TXN-2024-010690,2025-08-17,22:05:19,Outbound,Voicemail left,1517,Customer Protection,High,Standard,True,0.94,0.9
CALL-000355,AU-CUST00063,TXN-2024-010692,2024-12-23,00:35:31,Inbound,Customer reached,1934,Fraud Ops,High,Standard,False,0.88,4.1
CALL-000356,AU-CUST00181,TXN-2024-010788,2025-04-30,09:15:28,Inbound,Customer reached,203,Fraud Ops,Medium,Vulnerable,False,0.71,5.4
CALL-000357,AU-CUST00308,TXN-2024-010802,2025-08-26,23:33:21,Outbound,Customer reached,678,Customer Protection,Medium,Standard,False,0.88,4.2
CALL-000358,AU-CUST00224,TXN-2024-010820,2025-06-18,18:19:15,Outbound,No Response,1765,Fraud Ops,Medium,Standard,False,0.77,3.2
CALL-000359,AU-CUST00479,TXN-2024-010869,2025-05-03,06:40:47,Outbound,No Response,1644,Transaction Risk,Medium,Vulnerable,False,0.71,1.1
CALL-000360,AU-CUST00017,TXN-2024-010872,2025-06-04,23:08:04,Outbound,Customer reached,774,Customer Protection,High,Standard,False,0.85,2.6
CALL-000361,AU-CUST00848,TXN-2024-010874,2025-08-31,08:31:34,Outbound,Customer reached,760,Transaction Risk,Medium,Vulnerable,False,0.86,4.9
CALL-000362,AU-CUST00758,TXN-2024-010945,2025-06-19,23:38:37,Inbound,Customer reached,803,Fraud Ops,High,Vulnerable,True,0.72,2.6
CALL-000363,AU-CUST00169,TXN-2024-011004,2024-12-21,22:53:40,Outbound,Customer reached,1790,Customer Protection,Medium,Vulnerable,False,0.8,3.6
CALL-000364,AU-CUST00581,TXN-2024-011052,2024-12-22,08:25:23,Outbound,No Response,1085,Transaction Risk,High,Standard,False,0.85,4.3
CALL-000365,AU-CUST00666,TXN-2024-011064,2025-03-10,13:25:11,Inbound,No Response,629,Fraud Ops,Medium,Vulnerable,False,0.86,1.3
CALL-000366,AU-CUST00994,TXN-2024-011087,2024-01-27,08:52:28,Outbound,Customer reached,983,Fraud Ops,High,Standard,False,0.8,1.3
CALL-000367,AU-CUST00848,TXN-2024-011160,2025-05-24,05:31:51,Outbound,No Response,968,Customer Protection,High,Vulnerable,True,0.93,1.6
CALL-000368,AU-CUST00528,TXN-2024-011172,2025-08-29,05:21:49,Outbound,Voicemail left,496,Fraud Ops,Medium,Vulnerable,False,0.85,2.2
CALL-000369,AU-CUST00051,TXN-2024-011221,2024-12-06,22:39:28,Inbound,Customer reached,633,Fraud Ops,High,Vulnerable,False,0.75,0.8
CALL-000370,AU-CUST00701,TXN-2024-011258,2025-02-10,23:43:42,Inbound,No Response,2062,Fraud Ops,Medium,Standard,False,0.93,4.0
CALL-000371,AU-CUST00169,TXN-2024-011274,2024-06-07,02:11:24,Outbound,No Response,1896,Customer Protection,High,Vulnerable,False,0.87,4.2
CALL-000372,AU-CUST00663,TXN-2024-011276,2024-05-18,10:20:05,Outbound,No Response,1085,Fraud Ops,High,Vulnerable,False,0.78,2.6
CALL-000373,AU-CUST00137,TXN-2024-011348,2024-07-09,01:05:32,Outbound,Customer reached,1046,Customer Protection,Medium,Vulnerable,False,0.74,5.0
CALL-000374,AU-CUST00610,TXN-2024-011457,2025-07-30,14:05:49,Outbound,No Response,1190,Customer Protection,High,Standard,False,0.79,1.0
CALL-000375,AU-CUST00712,TXN-2024-011502,2025-08-11,03:34:59,Outbound,Customer reached,522,Customer Protection,High,Standard,True,0.88,5.2
CALL-000376,AU-CUST00560,TXN-2024-011521,2025-08-31,10:29:48,Outbound,Customer reached,1121,Fraud Ops,Medium,Standard,False,0.91,2.8
CALL-000377,AU-CUST00554,TXN-2024-011555,2025-09-10,04:57:48,Outbound,No Response,989,Transaction Risk,High,Standard,True,0.9,1.6
CALL-000378,AU-CUST00276,TXN-2024-011610,2024-09-22,21:36:27,Outbound,Customer reached,2225,Fraud Ops,High,Vulnerable,True,0.72,4.1
CALL-000379,AU-CUST00169,TXN-2024-011682,2024-08-24,07:15:13,Inbound,No Response,383,Fraud Ops,High,Vulnerable,True,0.9,5.4
CALL-000380,AU-CUST00729,TXN-2024-011692,2025-08-21,23:14:05,Inbound,No Response,1350,Transaction Risk,High,Standard,True,0.71,4.5
CALL-000381,AU-CUST00560,TXN-2024-011702,2024-11-28,00:11:00,Outbound,Customer reached,908,Customer Protection,High,Standard,True,0.93,3.8
CALL-000382,AU-CUST00553,TXN-2024-011758,2025-01-23,22:53:18,Outbound,Customer reached,856,Fraud Ops,High,Vulnerable,False,0.74,5.9
CALL-000383,AU-CUST00892,TXN-2024-011824,2025-09-15,03:09:32,Inbound,No Response,866,Transaction Risk,Medium,Vulnerable,False,0.94,2.6
CALL-000384,AU-CUST00400,TXN-2024-011976,2025-07-12,15:30:05,Inbound,Customer reached,831,Fraud Ops,High,Vulnerable,False,0.92,4.1
