call_id,customer_id,transaction_id,call_date,call_time,call_type,call_outcome_category,call_duration_seconds,analyst_team,risk_level,customer_profile,escalated,call_quality_score,resolution_time_hours
CALL-000014,AU-CUST00169,TXN-2024-000465,2025-05-03,21:49:48,Outbound,Voicemail left,2178,Customer Protection,Medium,Standard,False,0.91,1.3
CALL-000105,AU-CUST00625,TXN-2024-003529,2025-05-03,09:39:45,Outbound,No Response,2373,Transaction Risk,High,Vulnerable,False,0.78,4.3
CALL-000076,AU-CUST00023,TXN-2024-002420,2025-08-18,08:19:02,Outbound,Customer reached,862,Transaction Risk,Medium,Vulnerable,False,0.73,0.8
CALL-000377,AU-CUST00817,TXN-2024-011555,2025-08-08,04:57:48,Inbound,Customer reached,1612,Customer Protection,High,Vulnerable,False,0.92,1.1
CALL-000343,AU-CUST00646,TXN-2024-010297,2024-08-26,21:57:22,Outbound,Customer reached,515,Customer Protection,High,Standard,False,0.74,3.1
CALL-000103,AU-CUST00677,TXN-2024-003477,2025-02-18,00:24:54,Outbound,Customer reached,1209,Transaction Risk,Medium,Standard,False,0.76,3.2
CALL-000051,AU-CUST00400,TXN-2024-001709,2025-07-23,21:23:36,Outbound,Customer reached,2228,Customer Protection,High,Standard,False,0.72,5.2
CALL-000075,AU-CUST00397,TXN-2024-002479,2024-12-16,03:56:54,Inbound,Customer reached,246,Fraud Ops,Medium,Standard,False,0.93,1.5
CALL-000073,AU-CUST00877,TXN-2024-002311,2025-06-22,07:51:17,Outbound,Voicemail left,1701,Customer Protection,Medium,Standard,False,0.83,4.9
CALL-000203,AU-CUST00067,TXN-2024-006624,2025-06-10,06:31:15,Outbound,Customer reached,449,Customer Protection,Medium,Vulnerable,False,0.84,2.2
CALL-000194,AU-CUST00029,TXN-2024-006325,2024-06-24,08:10:04,Inbound,No Response,1069,Customer Protection,Medium,Standard,False,0.75,1.7
CALL-000280,AU-CUST00654,TXN-2024-008514,2024-07-03,20:44:23,Outbound,Customer reached,231,Fraud Ops,High,Vulnerable,False,0.75,0.9
CALL-000215,AU-CUST00632,TXN-2024-006941,2024-03-16,00:02:17,Outbound,No Response,2334,Transaction Risk,High,Standard,False,0.72,3.1
CALL-000189,AU-CUST00290,TXN-2024-006172,2025-09-11,01:34:10,Outbound,Customer reached,1133,Fraud Ops,Medium,Vulnerable,False,0.83,4.9
CALL-000382,AU-CUST00729,TXN-2024-011758,2024-08-25,22:53:18,Inbound,No Response,355,Transaction Risk,High,Vulnerable,False,0.7,4.5
CALL-000133,AU-CUST00169,TXN-2024-004157,2024-03-11,03:05:53,Outbound,Customer reached,384,Customer Protection,Medium,Vulnerable,False,0.78,3.8
CALL-000041,AU-CUST00400,TXN-2024-001341,2025-04-21,10:37:44,Outbound,Customer reached,1291,Fraud Ops,High,Vulnerable,False,0.8,4.5
CALL-000039,AU-CUST00373,TXN-2024-001179,2025-06-18,16:41:33,Outbound,Customer reached,225,Transaction Risk,Medium,Standard,False,0.91,5.2
CALL-000118,AU-CUST00237,TXN-2024-003895,2025-09-25,08:34:33,Outbound,Customer reached,1128,Customer Protection,High,Standard,False,0.87,2.6
CALL-000079,AU-CUST00029,TXN-2024-002479,2024-12-28,05:20:34,Inbound,Customer reached,2370,Customer Protection,Medium,Vulnerable,False,0.93,2.8
CALL-000043,AU-CUST00686,TXN-2024-001519,2025-03-30,10:37:44,Outbound,No Response,1218,Transaction Risk,High,Vulnerable,True,0.75,5.5
CALL-000337,AU-CUST00450,TXN-2024-010179,2024-10-08,08:37:22,Inbound,Customer reached,1742,Transaction Risk,Medium,Standard,False,0.79,3.1
CALL-000343,AU-CUST00029,TXN-2024-010312,2024-05-18,17:31:10,Inbound,Voicemail left,301,Customer Protection,High,Standard,True,0.89,5.6
CALL-000304,AU-CUST00633,TXN-2024-009355,2025-05-31,20:02:04,Inbound,No Response,1169,Customer Protection,Medium,Vulnerable,True,0.92,5.2
CALL-000237,AU-CUST00635,TXN-2024-007622,2025-02-15,00:57:47,Outbound,No Response,558,Transaction Risk,Medium,Vulnerable,False,0.76,1.0
CALL-000152,AU-CUST00981,TXN-2024-004929,2025-04-21,06:41:31,Inbound,No Response,714,Fraud Ops,High,Vulnerable,False,0.76,0.7
CALL-000023,AU-CUST00986,TXN-2024-000635,2025-07-18,02:17:46,Outbound,Customer reached,1081,Customer Protection,High,Vulnerable,False,0.76,3.3
CALL-000259,AU-CUST00442,TXN-2024-008251,2025-09-25,02:04:55,Outbound,Voicemail left,982,Customer Protection,High,Vulnerable,False,0.79,5.1
CALL-000243,AU-CUST00233,TXN-2024-007792,2025-08-31,02:12:09,Outbound,Customer reached,190,Customer Protection,Medium,Vulnerable,False,0.71,5.2
CALL-000376,AU-CUST00599,TXN-2024-011555,2025-05-23,10:29:48,Inbound,Customer reached,1374,Fraud Ops,Medium,Standard,False,0.86,5.1
CALL-000157,AU-CUST00398,TXN-2024-005111,2025-04-16,13:35:12,Outbound,Voicemail left,1678,Transaction Risk,Medium,Vulnerable,True,0.72,1.5
CALL-000294,AU-CUST00388,TXN-2024-009040,2024-12-20,22:23:52,Outbound,Customer reached,1886,Customer Protection,High,Vulnerable,False,0.75,4.0
