transaction_id,customer_id,source_account_id,destination_account_id,amount,currency,transaction_type,transaction_date,transaction_time,payee_payer_name,description,payment_channel,device_id,device_model,ip_address,ip_address_country,known_device,status,is_flagged,flag_reason,is_fraud,fraud_type,risk_score,location_risk,amount_risk,velocity_risk,ctr_flag,sar_flag
TXN-2024-011197,AU-CUST00292,ACC00000934,ACC00001182,80.71,AUD,Payment,2025-01-24,23:21:49,Payee-001162,Transfer to savings,ATM,UNK-8717,iPhone 14,203.209.52.1,AU,True,Blocked,False,,False,LEGITIMATE,45,Low,Low,Low,False,False
TXN-2024-001987,AU-CUST00635,ACC00000940,ACC00000130,18.28,AUD,Payment,2024-07-29,20:28:45,Payee-001117,Rent payment,Mobile Banking,DEV-UST00665,iPhone 14,203.27.223.48,AU,True,Completed,False,,False,LEGITIMATE,10,Low,Low,Low,False,False
TXN-2024-000594,AU-CUST00052,ACC00000982,ACC00000529,409.63,AUD,Payment,2025-05-05,00:44:07,Payee-000292,Transfer to savings,Mobile Banking,DEV-UST00526,iPhone 13,203.182.222.151,AU,True,Completed,False,,False,LEGITIMATE,27,Low,Low,Low,False,False
TXN-2024-002300,AU-CUST00271,ACC00000684,ACC00000670,49.77,AUD,Payment,2024-11-25,19:30:54,Payee-000255,Bill payment,Branch,DEV-UST00151,Samsung Galaxy S23,203.180.122.227,AU,True,Completed,False,,False,LEGITIMATE,15,Low,Low,Low,False,False
TXN-2024-008716,AU-CUST00403,ACC00001172,ACC00000557,208.34,AUD,Payment,2025-05-04,17:15:15,Payee-001049,Rent payment,Online Banking,DEV-UST00548,iPhone 13,203.62.10.16,AU,True,Completed,False,,False,APP_INVOICE_FRAUD,63,Low,Low,Low,False,False
TXN-2024-010746,AU-CUST00649,ACC00001157,ACC00000457,438.75,AUD,Payment,2025-09-14,00:09:25,Payee-000595,Rent payment,Mobile Banking,DEV-UST00164,Samsung Galaxy S23,203.50.108.193,AU,True,Completed,False,,False,LEGITIMATE,29,Low,Low,Low,False,False
TXN-2024-002205,AU-CUST00181,ACC00000847,ACC00001262,36.03,AUD,Payment,2024-11-10,00:23:10,Payee-000106,Grocery shopping,Mobile Banking,DEV-UST00237,iPhone 14,203.253.162.83,AU,True,Completed,False,,False,LEGITIMATE,17,Low,Low,Low,False,False
TXN-2024-002592,AU-CUST00219,ACC00001137,ACC00001124,62.2,AUD,Transfer,2025-05-02,12:03:05,Payee-000195,Bill payment,Card Payment,DEV-UST00851,iPhone 13,203.44.115.223,AU,True,Completed,False,,False,LEGITIMATE,6,Low,Low,Low,False,False
TXN-2024-004183,AU-CUST00996,ACC00001165,ACC00000796,351.89,AUD,Payment,2025-08-29,20:07:05,Payee-000652,Rent payment,ATM,DEV-UST00510,iPhone 14,203.79.18.87,AU,True,Completed,False,,False,LEGITIMATE,37,Low,Low,Low,False,False
TXN-2024-008499,AU-CUST00939,ACC00000312,ACC00000197,130.16,AUD,Payment,2025-03-07,20:46:06,Payee-000339,Bill payment,ATM,DEV-UST00081,Samsung Galaxy S23,203.86.4.151,AU,True,Completed,False,,False,LEGITIMATE,30,Low,Low,Low,False,False
TXN-2024-007907,AU-CUST00031,ACC00001138,ACC00000952,188.09,AUD,Payment,2025-09-05,23:39:10,Payee-000446,Transfer to savings,ATM,DEV-UST00235,iPhone 13,203.233.224.81,AU,True,Pending,False,,True,LEGITIMATE,94,Low,Low,Medium,False,False
TXN-2024-005861,AU-CUST00786,ACC00000099,ACC00000480,91.89,AUD,Payment,2025-06-21,07:26:31,Payee-000960,Utilities,ATM,DEV-UST00109,Samsung Galaxy S23,203.177.31.240,AU,True,Blocked,False,,True,LEGITIMATE,56,Low,Medium,Medium,False,False
TXN-2024-009415,AU-CUST00748,ACC00001255,ACC00000213,27.19,AUD,Payment,2025-07-09,01:45:17,Payee-001187,Restaurant,Mobile Banking,DEV-UST00638,Samsung Galaxy S23,203.192.153.106,AU,True,Completed,False,,False,LEGITIMATE,12,Low,Low,Low,False,False
TXN-2024-011284,AU-CUST00620,ACC00000221,ACC00000518,59.18,AUD,Payment,2025-04-28,18:37:16,Payee-000061,Utilities,ATM,DEV-UST00664,Samsung Galaxy S23,203.209.155.199,AU,True,Completed,False,,False,LEGITIMATE,14,Low,Low,Low,False,False
TXN-2024-003063,AU-CUST00392,ACC00000397,ACC00000274,46.45,AUD,Transfer,2025-05-06,14:41:43,Payee-001151,Fuel,Mobile Banking,DEV-UST01000,iPhone 14,203.160.185.162,AU,True,Completed,False,,False,LEGITIMATE,26,Low,Medium,Low,False,False
TXN-2024-000101,AU-CUST00673,ACC00001009,ACC00000932,14.97,AUD,Payment,2025-08-20,03:23:21,Payee-000062,Rent payment,Online Banking,DEV-UST00316,iPhone 14,203.67.99.196,AU,True,Completed,False,,False,LEGITIMATE,9,Low,Low,Low,False,False
TXN-2024-009981,AU-CUST00251,ACC00000920,ACC00000876,745.48,AUD,Payment,2025-08-06,04:49:00,Payee-000876,Salary payment,Online Banking,DEV-UST00768,iPhone 14,203.91.159.141,AU,True,Completed,False,,False,LEGITIMATE,24,Low,Low,Low,False,False
TXN-2024-008046,AU-CUST00194,ACC00000468,ACC00000316,157.45,AUD,Payment,2025-03-11,04:01:53,Payee-000754,Transfer to savings,Online Banking,DEV-UST00079,Samsung Galaxy S23,203.64.24.115,AU,True,Completed,False,,False,LEGITIMATE,60,Low,Low,Low,False,False
TXN-2024-000040,AU-CUST00370,ACC00000590,ACC00000232,160.76,AUD,Payment,2025-06-27,04:17:07,Payee-000715,Online purchase,ATM,DEV-UST00500,Samsung Galaxy S23,107.135.163.69,AU,True,Completed,False,,False,LEGITIMATE,14,Low,Low,Low,False,False
TXN-2024-008665,AU-CUST00494,ACC00000826,ACC00000185,30.38,AUD,Payment,2025-02-07,17:05:17,Payee-000931,Bill payment,Online Banking,DEV-UST00758,Google Pixel 7,203.18.152.67,AU,True,Pending,False,,False,LEGITIMATE,15,Low,Low,Low,False,False
TXN-2024-004423,AU-CUST00823,ACC00001237,ACC00000627,7.27,AUD,Payment,2024-08-20,05:42:13,Payee-000627,Rent payment,Online Banking,DEV-UST00644,iPhone 13,203.4.209.76,AU,True,Completed,False,,False,LEGITIMATE,5,Low,Low,Low,False,False
TXN-2024-009609,AU-CUST00151,ACC00000241,ACC00000301,6.96,AUD,Payment,2024-10-11,04:50:35,Payee-000891,Grocery shopping,Online Banking,DEV-UST00934,iPhone 14,203.208.66.177,AU,True,Completed,False,,False,LEGITIMATE,25,Low,Low,Low,False,False
TXN-2024-001870,AU-CUST00752,ACC00001095,ACC00000564,5.0,AUD,Payment,2024-11-04,23:47:18,Payee-000255,Online purchase,Mobile Banking,DEV-UST00036,Samsung Galaxy S23,203.230.199.122,AU,True,Completed,False,,False,LEGITIMATE,10,Low,Low,Low,False,False
TXN-2024-008236,AU-CUST00861,ACC00001025,ACC00001069,165.87,AUD,Transfer,2024-11-03,03:54:42,Payee-000124,Online purchase,Online Banking,DEV-UST00027,iPhone 14,203.130.71.69,AU,True,Completed,False,,False,LEGITIMATE,30,Low,Low,Low,True,False
TXN-2024-006004,AU-CUST00192,ACC00000753,ACC00001071,9.8,AUD,Payment,2025-09-26,05:15:57,Payee-000331,Utilities,Card Payment,DEV-UST00501,Samsung Galaxy S23,203.152.181.251,AU,True,Completed,False,,False,LEGITIMATE,8,Low,Low,Low,False,False
TXN-2024-004163,AU-CUST00120,ACC00000736,ACC00000369,141.13,AUD,Payment,2025-08-15,17:28:17,Payee-000578,Salary payment,Mobile Banking,DEV-UST00048,iPhone 14,203.117.190.29,AU,True,Pending,False,,False,LEGITIMATE,27,Low,Low,Low,False,False
TXN-2024-010021,AU-CUST00754,ACC00000979,ACC00001093,1170.47,AUD,Payment,2025-10-01,20:17:05,Payee-000080,Salary payment,Card Payment,DEV-UST00167,Samsung Galaxy S23,203.249.77.212,AU,True,Blocked,True,,False,LEGITIMATE,46,Low,Low,Low,False,False
TXN-2024-009687,AU-CUST00487,ACC00000937,ACC00000322,38.28,AUD,Payment,2025-05-12,11:00:33,Payee-000034,Transfer to savings,Online Banking,DEV-UST00681,Samsung Galaxy S23,203.254.193.12,AU,True,Completed,False,,False,LEGITIMATE,19,Low,Low,Low,False,False
TXN-2024-008029,AU-CUST00985,ACC00000041,ACC00000081,272.31,AUD,Transfer,2025-09-20,04:47:46,Payee-000413,Utilities,Mobile Banking,DEV-UST00286,Samsung Galaxy S23,167.80.237.226,AU,True,Completed,False,,False,LEGITIMATE,9,Low,Low,Low,False,False
TXN-2024-003704,AU-CUST00602,ACC00000286,ACC00000668,28.74,AUD,Payment,2025-03-01,09:51:50,Payee-000909,Grocery shopping,Online Banking,DEV-UST00599,iPhone 14,203.102.105.224,AU,True,Completed,False,,False,LEGITIMATE,12,Low,Low,Low,False,False
TXN-2024-008682,AU-CUST00861,ACC00000227,ACC00000471,8.07,AUD,Payment,2025-05-29,08:23:36,Payee-000874,Online purchase,ATM,DEV-UST00887,Samsung Galaxy S23,203.14.8.24,AU,True,Completed,False,,False,LEGITIMATE,20,Low,Low,Low,False,False
TXN-2024-008586,AU-CUST00571,ACC00000957,ACC00001144,10.55,AUD,Payment,2024-10-26,22:21:01,Payee-000594,Grocery shopping,Mobile Banking,DEV-UST00144,iPhone 13,203.112.141.24,AU,True,Completed,False,,False,LEGITIMATE,6,Low,Low,Low,False,False
TXN-2024-011298,AU-CUST00737,ACC00000489,ACC00000150,14.35,AUD,Payment,2025-03-27,15:34:19,Payee-001186,Restaurant,Mobile Banking,DEV-UST00516,Samsung Galaxy S23,203.77.57.111,AU,True,Completed,False,,False,LEGITIMATE,13,Low,Low,Low,False,False
TXN-2024-004993,AU-CUST00295,ACC00000629,ACC00000618,657.7,AUD,Transfer,2024-11-27,08:26:10,Payee-000910,Transfer to savings,Online Banking,DEV-UST00124,iPhone 13,203.197.168.181,AU,True,Pending,False,,False,LEGITIMATE,10,Low,Medium,Medium,False,False
TXN-2024-010969,AU-CUST00353,ACC00000141,ACC00001154,11.58,AUD,Payment,2025-05-14,01:55:18,Payee-000343,Restaurant,Online Banking,DEV-UST00413,Unknown Android,203.218.147.239,AU,True,Completed,False,,False,LEGITIMATE,10,Low,Low,Low,False,False
TXN-2024-000459,AU-CUST00484,ACC00000625,ACC00000088,228.78,AUD,Transfer,2025-08-12,03:09:51,Payee-000747,Insurance,Mobile Banking,DEV-UST00787,Samsung Galaxy S23,203.25.37.58,AU,True,Completed,False,,False,LEGITIMATE,30,Low,Low,Medium,False,False
TXN-2024-009749,AU-CUST00609,ACC00000075,ACC00000416,241.49,AUD,Payment,2025-08-24,06:04:34,Payee-000660,Restaurant,Mobile Banking,DEV-UST00149,iPhone 13,203.124.14.3,AU,True,Completed,False,,False,LEGITIMATE,7,Low,Low,Low,False,False
TXN-2024-001678,AU-CUST00821,ACC00000579,ACC00000833,95.11,AUD,Payment,2024-09-12,00:41:08,Payee-001203,Fuel,Mobile Banking,DEV-UST00026,iPhone 14,203.218.122.111,AU,True,Completed,False,,False,LEGITIMATE,25,Low,Low,Low,False,False
TXN-2024-005898,AU-CUST00970,ACC00000953,ACC00000776,10.34,AUD,Payment,2025-07-12,12:47:37,Payee-000165,Fuel,Card Payment,DEV-UST00422,iPhone 14,203.130.223.242,AU,True,Completed,False,,False,LEGITIMATE,14,Low,Low,Low,False,False
TXN-2024-001140,AU-CUST00812,ACC00000673,ACC00000845,78.89,AUD,Payment,2025-01-17,19:44:04,Payee-000075,Insurance,Mobile Banking,DEV-UST00772,iPhone 13,203.126.253.115,AU,True,Completed,False,,False,LEGITIMATE,20,Low,Low,Low,False,False
TXN-2024-008222,AU-CUST00100,ACC00000835,ACC00000851,697.51,AUD,Payment,2025-08-23,06:28:05,Payee-000098,Salary payment,Card Payment,DEV-UST00133,Samsung Galaxy S23,203.91.43.118,AU,True,Completed,True,App Investment Scam pattern detected,False,LEGITIMATE,13,Low,Low,Low,False,False
TXN-2024-008339,AU-CUST00732,ACC00000890,ACC00000643,17.86,AUD,Payment,2025-08-18,06:47:15,Payee-001220,Grocery shopping,Card Payment,DEV-UST00431,iPhone 13,203.127.166.200,AU,True,Completed,False,,False,LEGITIMATE,15,Low,Low,Low,False,False
TXN-2024-009938,AU-CUST00244,ACC00000669,ACC00001136,88.02,AUD,Payment,2024-04-10,03:12:07,Payee-001095,Insurance,Online Banking,DEV-UST00424,Samsung Galaxy S23,203.39.64.61,AU,True,Completed,False,,False,LEGITIMATE,9,Low,Low,Low,False,False
TXN-2024-005484,AU-CUST00400,ACC00000949,ACC00000737,136.54,AUD,Payment,2025-09-29,10:10:03,Payee-000534,Utilities,Mobile Banking,DEV-UST00085,Samsung Galaxy S23,203.187.208.82,AU,True,Completed,False,,False,LEGITIMATE,5,Low,Low,Low,False,False
TXN-2024-002106,AU-CUST00204,ACC00001154,ACC00001249,279.42,AUD,Payment,2025-09-14,12:44:58,Payee-000729,Urgent transfer,ATM,DEV-UST00758,iPhone 13,203.244.132.160,AU,True,Completed,False,App Investment Scam pattern detected,False,APP_ROMANCE_SCAM,59,Low,Low,Low,False,False
TXN-2024-010925,AU-CUST00349,ACC00000868,ACC00000181,202.77,AUD,Payment,2025-04-04,05:53:04,Payee-000169,Restaurant,Mobile Banking,DEV-UST00111,iPhone 13,203.4.241.118,AU,True,Completed,False,,False,LEGITIMATE,12,Low,Low,Low,False,False
TXN-2024-011339,AU-CUST00118,ACC00001131,ACC00000942,34.89,AUD,Transfer,2025-04-03,09:19:32,Payee-000122,Grocery shopping,Online Banking,DEV-UST00868,Unknown Android,203.213.150.141,AU,True,Pending,True,,False,LEGITIMATE,40,Low,Low,Low,False,False
TXN-2024-006163,AU-CUST00191,ACC00001117,ACC00000780,698.51,AUD,Payment,2025-01-01,13:20:59,Payee-000479,Utilities,Branch,DEV-UST00393,iPhone 14,203.207.223.148,AU,True,Completed,False,,False,LEGITIMATE,10,Low,Low,Low,False,False
TXN-2024-007673,AU-CUST00425,ACC00001203,ACC00001083,404.61,AUD,Payment,2025-05-03,14:06:15,Payee-001246,Restaurant,Card Payment,DEV-UST00970,iPhone 14,203.235.242.33,AU,True,Completed,False,,False,LEGITIMATE,25,Low,Low,Low,False,False
TXN-2024-003730,AU-CUST00521,ACC00000611,ACC00001237,16.29,AUD,Payment,2025-08-26,21:42:12,Payee-000304,Transfer to savings,Mobile Banking,DEV-UST00085,iPhone 13,203.108.43.7,AU,True,Completed,False,,False,LEGITIMATE,7,Low,Low,Low,False,False
TXN-2024-003833,AU-CUST00897,ACC00000054,ACC00001204,154.07,AUD,Payment,2025-07-08,00:45:42,Payee-001204,Grocery shopping,Online Banking,DEV-UST00403,Unknown iPhone,203.247.106.232,AU,True,Completed,False,,False,LEGITIMATE,15,Low,Low,Low,False,False
TXN-2024-006194,AU-CUST00507,ACC00000807,ACC00000880,5.02,AUD,Payment,2025-09-07,00:52:36,Payee-000472,Fuel,Mobile Banking,DEV-UST00678,Samsung Galaxy S23,203.46.10.210,AU,True,Completed,False,,False,LEGITIMATE,13,Low,Low,Low,False,False
TXN-2024-006235,AU-CUST00491,ACC00001022,ACC00000270,160.85,AUD,Payment,2025-07-12,00:37:12,Payee-000032,Utilities,Mobile Banking,DEV-UST00057,Unknown Device,203.134.254.125,AU,True,Blocked,False,,True,APP_BANK_IMPERSONATION,34,Low,Low,Low,False,False
TXN-2024-005717,AU-CUST00856,ACC00000543,ACC00000420,219.12,AUD,Payment,2025-07-07,12:57:57,Payee-000183,Restaurant,Branch,DEV-UST00379,iPhone 14,203.87.241.107,AU,True,Completed,False,,False,LEGITIMATE,9,Low,Low,Low,False,False
TXN-2024-001251,AU-CUST00967,ACC00000948,ACC00001251,16.17,AUD,Payment,2025-07-20,02:34:23,Payee-000457,Restaurant,Mobile Banking,DEV-UST00803,iPhone 14,203.199.166.8,AU,True,Completed,False,App Investment Scam pattern detected,False,LEGITIMATE,8,Low,Low,Low,False,False
TXN-2024-002804,AU-CUST00269,ACC00000593,ACC00000213,73.45,AUD,Payment,2025-09-09,01:19:12,Payee-001134,Utilities,Mobile Banking,DEV-UST00972,iPhone 13,203.18.141.154,AU,True,Completed,False,,False,LEGITIMATE,29,Low,Low,Low,False,False
TXN-2024-005407,AU-CUST00929,ACC00000670,ACC00000017,110.69,AUD,Payment,2025-05-18,16:51:23,Payee-000269,Investment opportunity,Card Payment,DEV-UST00637,iPhone 14,203.61.85.187,AU,True,Completed,False,,False,LEGITIMATE,69,Low,Low,Low,False,False
TXN-2024-002455,AU-CUST00134,ACC00000708,ACC00000962,12.4,AUD,Payment,2024-11-19,04:59:23,Payee-000684,Insurance,Mobile Banking,DEV-UST00059,iPhone 13,203.183.177.121,AU,True,Completed,False,,False,LEGITIMATE,20,Low,Low,Low,False,False
TXN-2024-004560,AU-CUST00474,ACC00001111,ACC00001092,80.44,AUD,Payment,2025-05-20,17:41:24,Payee-001030,Rent payment,Online Banking,DEV-UST00263,Samsung Galaxy S23,203.195.126.67,AU,True,Completed,False,,False,LEGITIMATE,11,Low,Low,Low,False,False
TXN-2024-001626,AU-CUST00258,ACC00000169,ACC00000770,63.24,AUD,Payment,2024-11-03,23:00:54,Payee-000459,Utilities,Mobile Banking,DEV-UST00830,Samsung Galaxy S23,203.96.145.11,AU,True,Completed,False,,False,LEGITIMATE,22,Low,Low,Low,False,False
TXN-2024-010474,AU-CUST00021,ACC00001001,ACC00000308,5.0,AUD,Payment,2025-02-12,18:09:58,Payee-001021,Grocery shopping,Mobile Banking,DEV-UST00699,iPhone 14,203.123.94.3,AU,True,Completed,False,,False,LEGITIMATE,7,Low,Low,Low,False,False
TXN-2024-002249,AU-CUST00442,ACC00000819,ACC00000001,71.2,AUD,Payment,2025-01-08,07:28:16,Payee-001232,Rent payment,Online Banking,DEV-UST00660,Samsung Galaxy S23,203.95.170.226,AU,True,Completed,False,,False,LEGITIMATE,22,Low,Low,Low,False,False
TXN-2024-004909,AU-CUST00432,ACC00000840,ACC00001189,1298.39,AUD,Payment,2024-08-05,03:06:26,Payee-000916,Utilities,Mobile Banking,DEV-UST00682,Samsung Galaxy S23,203.227.233.30,AU,True,Completed,False,Mule Activity pattern detected,False,LEGITIMATE,64,Low,Low,Low,False,False
TXN-2024-011467,AU-CUST00314,ACC00000787,ACC00000190,377.25,AUD,Payment,2025-07-18,11:24:29,Payee-000905,Transfer to savings,Mobile Banking,DEV-UST00829,Unknown iPhone,203.218.39.45,AU,True,Completed,False,,False,MULE_ACTIVITY,12,Low,Low,Low,False,False
TXN-2024-010974,AU-CUST00204,ACC00001149,ACC00000413,200.71,AUD,Payment,2025-05-23,01:39:25,Payee-000145,Bill payment,Online Banking,DEV-UST00913,Samsung Galaxy S23,203.10.230.253,AU,True,Completed,False,,False,LEGITIMATE,25,Low,Low,Low,False,False
TXN-2024-010682,AU-CUST00023,ACC00000039,ACC00000719,56.08,AUD,Payment,2025-04-11,20:03:18,Payee-000087,Insurance,Card Payment,DEV-UST00581,Unknown iPhone,203.10.80.197,AU,True,Completed,True,,False,LEGITIMATE,46,Low,Low,Low,True,False
TXN-2024-002330,AU-CUST00536,ACC00000354,ACC00000508,152.89,AUD,Payment,2024-03-19,13:43:44,Payee-000520,Fuel,Mobile Banking,DEV-UST00972,iPhone 14,203.102.108.250,AU,True,Completed,False,,False,LEGITIMATE,31,Low,Low,Low,False,False
TXN-2024-005763,AU-CUST00955,ACC00000201,ACC00000563,79.21,AUD,Payment,2025-07-19,11:38:35,Payee-000199,Fuel,Mobile Banking,DEV-UST00292,iPhone 13,203.25.118.22,AU,True,Completed,False,App Bank Impersonation pattern detected,False,LEGITIMATE,41,Low,Low,Low,False,False
TXN-2024-002413,AU-CUST00729,ACC00000942,ACC00000056,1366.8,AUD,Transfer,2025-08-25,04:31:34,Payee-001173,Utilities,Online Banking,DEV-UST00822,iPhone 13,203.139.191.3,AU,True,Completed,False,,False,LEGITIMATE,35,Low,Medium,Low,False,False
TXN-2024-009988,AU-CUST00861,ACC00001025,ACC00001143,219.48,AUD,Payment,2025-08-18,04:47:39,Payee-000884,Transfer to savings,Card Payment,DEV-UST00002,iPhone 14,203.160.49.219,AU,True,Completed,False,,False,LEGITIMATE,8,Low,Low,Low,False,False
TXN-2024-011817,AU-CUST00542,ACC00000419,ACC00000612,974.9,AUD,Payment,2025-01-11,20:50:04,Payee-000113,Account protection,Mobile Banking,DEV-UST00357,iPhone 14,203.168.15.179,AU,True,Pending,True,,False,LEGITIMATE,25,Low,Low,Low,False,False
TXN-2024-005047,AU-CUST00516,ACC00000866,ACC00000465,532.33,AUD,Payment,2025-04-14,18:49:11,Payee-001192,Utilities,Mobile Banking,DEV-UST00842,iPhone 14,203.172.243.59,AU,True,Completed,False,,False,LEGITIMATE,20,Low,Low,Low,False,False
TXN-2024-000130,AU-CUST00765,ACC00001022,ACC00000751,857.59,AUD,Payment,2024-09-07,16:10:18,Payee-000104,Insurance,Mobile Banking,DEV-UST00733,iPhone 13,203.27.71.150,AU,True,Pending,False,,False,LEGITIMATE,35,Low,Low,Low,False,False
TXN-2024-004606,AU-CUST00343,ACC00000877,ACC00000487,18.58,AUD,Transfer,2025-02-10,23:15:09,Payee-000112,Transfer to savings,Card Payment,DEV-UST00449,iPhone 14,203.247.127.175,AU,True,Completed,False,,False,APP_BANK_IMPERSONATION,53,Low,Low,Low,False,True
TXN-2024-003545,AU-CUST00470,ACC00001196,ACC00001130,45.49,AUD,Payment,2025-09-12,15:58:43,Payee-000422,Restaurant,Mobile Banking,DEV-UST00680,iPhone 13,203.171.35.90,AU,True,Completed,False,,False,LEGITIMATE,43,Low,Low,Low,False,False
TXN-2024-002742,AU-CUST00638,ACC00000772,ACC00000866,5.05,AUD,Payment,2025-08-26,00:48:22,Payee-000106,Utilities,Online Banking,DEV-UST00517,Samsung Galaxy S23,203.161.61.208,AU,True,Completed,False,,False,LEGITIMATE,16,Low,Low,Low,False,False
TXN-2024-005535,AU-CUST00690,ACC00000848,ACC00000869,18.5,AUD,Payment,2025-09-18,01:47:00,Payee-000762,Online purchase,Card Payment,DEV-UST00487,Samsung Galaxy S23,203.210.79.236,AU,True,Completed,False,,False,LEGITIMATE,5,Low,Low,Low,False,False
TXN-2024-001663,AU-CUST00373,ACC00001066,ACC00000927,316.23,AUD,Payment,2025-05-07,22:32:18,Payee-000282,Grocery shopping,Mobile Banking,DEV-UST00830,iPhone 14,203.191.191.44,AU,True,Completed,False,,False,LEGITIMATE,12,Low,Low,Low,False,False
TXN-2024-004747,AU-CUST00455,ACC00000242,ACC00000318,342.79,AUD,Payment,2025-04-04,00:10:41,Payee-000318,Restaurant,Online Banking,DEV-UST00005,iPhone 14,203.137.32.160,AU,True,Completed,False,,False,LEGITIMATE,8,Low,Low,Low,False,False
TXN-2024-008218,AU-CUST00449,ACC00000569,ACC00000408,347.04,AUD,Transfer,2024-07-17,06:56:47,Payee-001104,Grocery shopping,Online Banking,DEV-UST00648,Samsung Galaxy S23,203.216.212.34,AU,True,Completed,False,,False,LEGITIMATE,24,Low,Low,Low,False,False
TXN-2024-010498,AU-CUST00170,ACC00001132,ACC00000115,107.11,AUD,Payment,2025-03-17,05:11:22,Payee-000473,Transfer to savings,Mobile Banking,DEV-UST00698,Samsung Galaxy S23,18.200.198.148,AU,True,Pending,False,,True,LEGITIMATE,9,Low,Low,Low,False,False
TXN-2024-007409,AU-CUST00440,ACC00000228,ACC00000360,5.92,AUD,Payment,2024-11-30,01:19:32,Payee-000716,Restaurant,Mobile Banking,DEV-UST00831,Samsung Galaxy S23,23.74.102.31,AU,True,Completed,False,App Romance Scam pattern detected,False,LEGITIMATE,32,Low,Low,Low,False,False
TXN-2024-009485,AU-CUST00266,ACC00000196,ACC00001265,413.81,AUD,Payment,2025-01-29,09:38:51,Payee-001095,Transfer to savings,Mobile Banking,DEV-UST00178,iPhone 13,203.50.11.178,AU,True,Completed,True,,True,LEGITIMATE,32,Low,Low,Low,False,False
TXN-2024-010735,AU-CUST00411,ACC00000320,ACC00000748,25.71,AUD,Payment,2025-09-03,23:25:33,Payee-000539,Bill payment,ATM,DEV-UST00530,iPhone 14,203.120.184.117,AU,True,Completed,False,,False,LEGITIMATE,6,Low,Low,Low,False,False
TXN-2024-008478,AU-CUST00728,ACC00001166,ACC00000777,388.86,AUD,Transfer,2025-07-17,20:17:05,Payee-000668,Online purchase,Online Banking,DEV-UST00246,iPhone 13,203.94.172.210,AU,True,Completed,False,,False,LEGITIMATE,13,Low,Low,Low,False,False
TXN-2024-005881,AU-CUST00144,ACC00000717,ACC00000314,415.98,AUD,Payment,2025-09-30,07:28:16,Payee-000516,Business expense,Mobile Banking,DEV-UST00852,iPhone 13,203.63.120.123,AU,True,Completed,False,,False,LEGITIMATE,16,Low,Low,Low,False,False
TXN-2024-002221,AU-CUST00509,ACC00000771,ACC00000271,25.5,AUD,Payment,2025-03-14,07:13:41,Payee-000884,Insurance,Online Banking,DEV-UST00272,Samsung Galaxy S23,203.202.22.75,AU,True,Completed,False,,False,LEGITIMATE,11,Low,Low,Low,False,False
TXN-2024-010379,AU-CUST00427,ACC00001142,ACC00000899,875.27,AUD,Payment,2025-08-16,22:29:48,Payee-001189,Transfer to savings,Mobile Banking,DEV-UST00307,iPhone 13,203.235.8.186,AU,True,Completed,False,,True,LEGITIMATE,47,Low,Low,Low,False,False
TXN-2024-009351,AU-CUST00718,ACC00000296,ACC00000333,120.82,AUD,Payment,2024-11-03,09:49:52,Payee-000626,Fuel,Mobile Banking,DEV-UST00197,iPhone 13,203.193.11.217,AU,True,Completed,False,,False,APP_BANK_IMPERSONATION,30,Low,Low,Low,False,False
TXN-2024-005704,AU-CUST00431,ACC00001117,ACC00000344,83.79,AUD,Payment,2025-08-07,02:29:08,Payee-000344,Transfer to savings,Mobile Banking,DEV-UST00938,iPhone 14,203.21.72.64,AU,True,Blocked,False,Mule Activity pattern detected,False,LEGITIMATE,21,Low,Low,Low,False,False
TXN-2024-008394,AU-CUST00321,ACC00000679,ACC00000579,276.09,AUD,Payment,2025-09-10,08:33:41,Payee-000045,Bill payment,Online Banking,DEV-UST00687,Samsung Galaxy S23,203.253.170.127,AU,True,Completed,False,,False,LEGITIMATE,17,Low,Low,Low,False,False
TXN-2024-011588,AU-CUST00055,ACC00000699,ACC00000801,5.77,AUD,Payment,2024-12-25,09:10:13,Payee-000905,Utilities,Online Banking,DEV-UST00213,Samsung Galaxy S23,203.85.22.193,AU,True,Completed,False,,False,LEGITIMATE,9,Low,Low,Low,False,False
TXN-2024-003071,AU-CUST00830,ACC00000195,ACC00000404,252.71,AUD,Transfer,2025-09-23,15:13:52,Payee-001149,Utilities,Mobile Banking,DEV-UST00088,iPhone 14,175.139.124.123,AU,True,Completed,False,App Bank Impersonation pattern detected,False,LEGITIMATE,46,Low,Low,Low,False,False
TXN-2024-002660,AU-CUST00062,ACC00000107,ACC00000873,102.14,AUD,Payment,2024-11-18,01:25:37,Payee-000289,Transfer to savings,Online Banking,DEV-UST00710,iPhone 13,203.41.122.135,AU,True,Pending,False,,False,LEGITIMATE,54,Low,Low,Low,False,False
TXN-2024-008262,AU-CUST00094,ACC00000739,ACC00000384,26.23,AUD,Payment,2025-08-12,14:38:12,Payee-001013,Utilities,Mobile Banking,DEV-UST00902,iPhone 13,203.206.77.232,AU,True,Completed,False,App Romance Scam pattern detected,False,LEGITIMATE,15,Low,Low,Low,False,False
TXN-2024-011042,AU-CUST00341,ACC00000396,ACC00001135,144.59,AUD,Payment,2024-06-04,17:56:07,Payee-000732,Cash withdrawal,Branch,DEV-UST00190,iPhone 13,203.55.253.70,AU,True,Completed,False,App Bank Impersonation pattern detected,False,LEGITIMATE,44,Low,Low,Medium,True,False
