account_id,customer_id,is_mule_account,account_type,account_age_days,daily_limit,monthly_limit,in_degree,out_degree,total_degree,avg_incoming_amount,avg_outgoing_amount,transaction_velocity,risk_score,vulnerability_score,primary_country,is_new_customer,high_velocity,cross_border_activity,structuring_indicator
mule_000382,mule_cust_000382,True,personal_current,3,967.87,6831.67,28,52,80,1354.55,3074.87,17.39,0.868,0.847,US,True,True,True,True
mule_000383,mule_cust_000383,True,personal_current,1,1606.93,10407.12,13,43,56,4950.83,280.59,11.67,0.826,0.635,UK,True,True,False,True
mule_000384,mule_cust_000384,True,personal_current,3,1642.51,12606.24,40,33,73,4928.84,3490.82,11.52,0.812,0.786,AU,True,True,True,True
mule_000385,mule_cust_000385,True,personal_current,5,1467.29,5352.99,40,57,97,1538.9,711.91,6.49,0.851,0.757,UK,True,False,False,True
mule_000386,mule_cust_000386,True,personal_current,4,1238.35,7925.13,37,56,93,3999.02,2770.74,12.67,0.715,0.686,UK,True,True,False,True
mule_000387,mule_cust_000387,True,personal_current,45,702.62,7276.63,36,16,52,3875.98,173.51,5.02,0.795,0.643,UK,False,False,False,True
mule_000388,mule_cust_000388,True,personal_current,4,1914.59,9857.29,46,30,76,1219.2,680.73,15.52,0.728,0.899,UK,True,True,False,True
mule_000389,mule_cust_000389,True,personal_current,7,1117.06,6895.8,35,23,58,3189.11,3659.4,17.63,0.821,0.833,AU,True,True,True,True
mule_000390,mule_cust_000390,True,personal_current,10,1238.9,14501.18,23,16,39,442.0,4023.17,13.65,0.841,0.75,UK,True,True,False,True
mule_000391,mule_cust_000391,True,personal_current,1,1401.37,10114.38,21,36,57,887.75,3259.03,9.4,0.831,0.809,IT,True,False,True,True
mule_000392,mule_cust_000392,True,personal_current,14,1514.54,15194.5,27,52,79,1619.96,154.84,9.08,0.754,0.799,AU,True,False,True,True
mule_000393,mule_cust_000393,True,personal_current,7,524.37,15931.67,25,31,56,3392.27,2571.12,10.14,0.734,0.628,FR,True,True,True,True
mule_000394,mule_cust_000394,True,personal_current,30,1474.68,6551.51,32,54,86,1583.61,1449.71,18.37,0.703,0.697,CA,True,True,True,True
mule_000395,mule_cust_000395,True,personal_current,1,638.15,17229.14,22,34,56,2915.58,2387.91,6.28,0.837,0.714,AU,True,False,True,True
mule_000396,mule_cust_000396,True,personal_current,3,860.45,6424.48,29,58,87,663.9,919.5,19.81,0.811,0.76,IT,True,True,True,True
mule_000397,mule_cust_000397,True,personal_current,90,1374.07,17187.11,10,31,41,2547.37,3889.07,13.88,0.874,0.709,DE,False,True,True,True
mule_000398,mule_cust_000398,True,personal_current,7,679.34,13589.64,29,23,52,4059.66,2002.83,19.92,0.723,0.834,AU,True,True,True,True
mule_000399,mule_cust_000399,True,personal_current,10,961.29,12380.82,31,57,88,1141.98,696.14,19.45,0.727,0.744,CA,True,True,True,True
mule_000400,mule_cust_000400,True,personal_current,5,629.05,5855.4,48,26,74,2475.99,440.12,5.72,0.774,0.88,CA,True,False,True,True
mule_000401,mule_cust_000401,True,personal_current,2,1098.75,13978.93,37,15,52,4889.75,2519.76,7.04,0.923,0.622,IT,True,False,True,True
mule_000402,mule_cust_000402,True,personal_current,90,1550.65,16556.71,21,57,78,4719.57,2454.26,15.99,0.931,0.893,FR,False,True,True,True
mule_000403,mule_cust_000403,True,personal_current,3,1949.82,14421.79,41,21,62,2380.08,1943.42,19.02,0.763,0.636,CA,True,True,True,True
mule_000404,mule_cust_000404,True,personal_current,45,1066.76,5930.55,28,47,75,2628.47,854.37,14.87,0.949,0.736,US,False,True,True,True
mule_000405,mule_cust_000405,True,personal_current,4,672.72,18249.1,47,56,103,3147.1,2831.46,11.86,0.799,0.737,US,True,True,True,True
mule_000406,mule_cust_000406,True,personal_current,10,703.03,7964.59,19,24,43,1459.86,2434.87,6.67,0.917,0.689,UK,True,False,False,True
mule_000407,mule_cust_000407,True,personal_current,7,557.13,14299.53,35,18,53,2851.36,2739.25,18.08,0.844,0.704,FR,True,True,True,True
mule_000408,mule_cust_000408,True,personal_current,5,618.92,13487.76,23,32,55,1026.01,3972.65,13.38,0.917,0.711,AU,True,True,True,True
mule_000409,mule_cust_000409,True,personal_current,5,978.69,12048.73,13,44,57,584.9,2224.25,14.45,0.907,0.835,UK,True,True,False,True
mule_000410,mule_cust_000410,True,personal_current,45,686.52,18127.0,32,40,72,1050.34,3290.99,5.6,0.801,0.755,CA,False,False,True,True
mule_000411,mule_cust_000411,True,personal_current,30,1508.38,12219.17,46,26,72,4762.56,245.99,19.74,0.722,0.844,UK,True,True,False,True
mule_000412,mule_cust_000412,True,personal_current,1,1159.78,14659.35,27,17,44,1108.56,2148.09,16.28,0.926,0.851,UK,True,True,False,True
mule_000413,mule_cust_000413,True,personal_current,4,799.12,8967.08,43,43,86,526.92,1099.06,19.03,0.817,0.734,UK,True,True,False,True
mule_000414,mule_cust_000414,True,personal_current,2,1799.44,7469.43,41,42,83,268.79,2230.76,5.32,0.905,0.847,FR,True,False,True,True
mule_000415,mule_cust_000415,True,personal_current,2,1755.86,13144.97,24,21,45,2320.8,860.65,7.77,0.751,0.716,UK,True,False,False,True
mule_000416,mule_cust_000416,True,personal_current,3,1267.56,12249.41,17,22,39,4227.9,782.17,12.59,0.716,0.621,CA,True,True,True,True
mule_000417,mule_cust_000417,True,personal_current,5,1817.05,13368.11,22,21,43,670.44,341.69,7.78,0.835,0.794,UK,True,False,False,True
mule_000418,mule_cust_000418,True,personal_current,45,1763.25,9449.19,34,26,60,4923.35,3614.71,16.35,0.87,0.65,UK,False,True,False,True
mule_000419,mule_cust_000419,True,personal_current,10,1593.18,5704.59,22,57,79,2862.71,483.9,5.06,0.868,0.793,US,True,False,True,True
mule_000420,mule_cust_000420,True,personal_current,4,1123.16,5360.08,42,18,60,1049.99,578.15,19.35,0.85,0.819,US,True,True,True,True
mule_000421,mule_cust_000421,True,personal_current,3,855.39,6454.49,27,32,59,3452.22,2529.14,12.13,0.931,0.622,UK,True,True,False,True
mule_000422,mule_cust_000422,True,personal_current,3,1673.64,19887.72,35,28,63,4186.99,1127.26,10.99,0.802,0.893,UK,True,True,False,True
mule_000423,mule_cust_000423,True,personal_current,14,1001.29,15963.06,37,47,84,4196.54,3648.12,18.0,0.715,0.808,UK,True,True,False,True
mule_000424,mule_cust_000424,True,personal_current,4,1322.88,11041.09,32,36,68,849.04,3088.23,10.94,0.733,0.648,ES,True,True,True,True
mule_000425,mule_cust_000425,True,personal_current,21,1860.56,19872.99,10,20,30,1906.11,3061.1,12.26,0.805,0.707,CA,True,True,True,True
mule_000426,mule_cust_000426,True,personal_current,5,742.19,12076.1,32,41,73,2937.38,1063.97,16.13,0.706,0.706,FR,True,True,True,True
mule_000427,mule_cust_000427,True,personal_current,5,891.74,15424.3,40,35,75,3728.12,2803.97,12.32,0.733,0.678,US,True,True,True,True
mule_000428,mule_cust_000428,True,personal_current,7,1270.56,9322.77,15,25,40,1571.0,3345.55,5.36,0.846,0.882,UK,True,False,False,True
mule_000429,mule_cust_000429,True,personal_current,4,637.13,14385.23,33,59,92,1417.34,2943.08,9.13,0.824,0.637,CA,True,False,True,True
mule_000430,mule_cust_000430,True,personal_current,3,1440.45,17125.92,34,30,64,1619.59,1262.49,9.91,0.741,0.654,FR,True,False,True,True
mule_000431,mule_cust_000431,True,personal_current,3,1153.99,13910.74,30,20,50,3154.02,504.85,6.32,0.743,0.755,UK,True,False,False,True
mule_000432,mule_cust_000432,True,personal_current,2,1100.47,17177.99,24,18,42,3317.02,3059.61,16.98,0.933,0.606,UK,True,True,False,True
mule_000433,mule_cust_000433,True,personal_current,21,1187.78,13468.86,27,16,43,4117.18,232.41,16.04,0.752,0.64,AU,True,True,True,True
mule_000434,mule_cust_000434,True,personal_current,3,585.68,7064.45,20,49,69,4535.47,257.09,8.14,0.804,0.707,ES,True,False,True,True
mule_000435,mule_cust_000435,True,personal_current,1,1268.32,15207.19,32,53,85,4887.49,2958.37,19.02,0.776,0.835,DE,True,True,True,True
mule_000436,mule_cust_000436,True,personal_current,10,1948.46,10903.33,26,59,85,3424.2,3322.5,13.63,0.752,0.751,US,True,True,True,True
mule_000437,mule_cust_000437,True,personal_current,4,1467.83,16178.22,28,36,64,2145.56,1320.85,7.98,0.896,0.873,US,True,False,True,True
mule_000438,mule_cust_000438,True,personal_current,10,1845.49,17691.86,28,52,80,3279.53,261.23,16.82,0.926,0.68,FR,True,True,True,True
mule_000439,mule_cust_000439,True,personal_current,1,1399.95,12284.7,26,59,85,4321.75,3878.95,16.47,0.737,0.807,ES,True,True,True,True
mule_000440,mule_cust_000440,True,personal_current,7,997.43,12508.69,33,25,58,2650.74,671.8,9.68,0.901,0.858,UK,True,False,False,True
mule_000441,mule_cust_000441,True,personal_current,45,993.23,14934.71,39,22,61,4382.01,1409.07,16.75,0.901,0.896,CA,False,True,True,True
mule_000442,mule_cust_000442,True,personal_current,1,1470.26,14374.7,12,59,71,457.45,3270.97,12.13,0.912,0.715,UK,True,True,False,True
mule_000443,mule_cust_000443,True,personal_current,14,1323.36,7837.94,45,51,96,2653.35,2778.76,11.91,0.907,0.849,DE,True,True,True,True
mule_000444,mule_cust_000444,True,personal_current,1,1758.28,15065.19,40,45,85,4420.54,3305.37,6.69,0.802,0.866,UK,True,False,False,True
mule_000445,mule_cust_000445,True,personal_current,45,1518.74,14470.64,17,29,46,1394.2,4247.95,9.47,0.894,0.718,UK,False,False,False,True
mule_000446,mule_cust_000446,True,personal_current,1,1316.39,19636.68,24,58,82,2732.31,896.44,7.51,0.816,0.61,UK,True,False,False,True
mule_000447,mule_cust_000447,True,personal_current,4,594.69,10951.33,11,31,42,2366.08,3930.91,12.95,0.817,0.723,FR,True,True,True,True
mule_000448,mule_cust_000448,True,personal_current,21,1779.86,15103.2,26,30,56,1431.91,3421.7,12.69,0.78,0.779,BE,True,True,True,True
mule_000449,mule_cust_000449,True,personal_current,4,1881.04,10175.25,46,54,100,2497.78,3900.03,6.58,0.838,0.754,UK,True,False,False,True
mule_000450,mule_cust_000450,True,personal_current,14,1629.27,15992.89,42,32,74,3669.37,1158.51,15.58,0.777,0.673,UK,True,True,False,True
mule_000451,mule_cust_000451,True,personal_current,10,1566.5,8517.49,45,20,65,718.54,1161.97,16.25,0.769,0.787,UK,True,True,False,True
mule_000452,mule_cust_000452,True,personal_current,4,1608.64,15297.71,26,29,55,3911.28,3071.41,5.48,0.834,0.611,FR,True,False,True,True
mule_000453,mule_cust_000453,True,personal_current,3,1343.64,9191.68,10,18,28,4962.25,3880.26,6.46,0.877,0.704,UK,True,False,False,True
mule_000454,mule_cust_000454,True,personal_current,4,852.13,17283.04,29,38,67,529.51,4464.72,19.27,0.734,0.761,UK,True,True,False,True
mule_000455,mule_cust_000455,True,personal_current,4,592.14,8358.87,39,43,82,4404.34,4088.05,12.39,0.783,0.632,NL,True,True,True,True
mule_000456,mule_cust_000456,True,personal_current,1,946.48,9470.99,23,37,60,988.58,3556.75,6.84,0.859,0.637,UK,True,False,False,True
mule_000457,mule_cust_000457,True,personal_current,30,785.19,17318.75,38,20,58,573.71,4306.2,8.7,0.915,0.651,FR,True,False,True,True
mule_000458,mule_cust_000458,True,personal_current,1,1267.67,16541.64,19,57,76,269.03,3642.97,19.71,0.851,0.751,IT,True,True,True,True
mule_000459,mule_cust_000459,True,personal_current,45,1631.81,11681.79,41,33,74,3564.49,995.09,11.71,0.907,0.796,US,False,True,True,True
mule_000460,mule_cust_000460,True,personal_current,7,677.33,11022.46,28,32,60,1258.44,958.93,19.26,0.752,0.678,NL,True,True,True,True
mule_000461,mule_cust_000461,True,personal_current,10,1549.39,17793.9,36,19,55,877.76,3471.29,6.63,0.945,0.714,DE,True,False,True,True
mule_000462,mule_cust_000462,True,personal_current,3,1441.5,7880.24,43,47,90,4702.71,4141.77,18.31,0.856,0.842,UK,True,True,False,True
mule_000463,mule_cust_000463,True,personal_current,3,970.55,14534.68,48,24,72,912.83,2744.63,17.22,0.796,0.64,UK,True,True,False,True
mule_000464,mule_cust_000464,True,personal_current,2,949.85,14641.93,25,55,80,2725.2,3453.0,15.69,0.748,0.741,US,True,True,True,True
mule_000465,mule_cust_000465,True,personal_current,3,1275.94,11196.61,34,37,71,2179.36,464.4,13.64,0.913,0.818,US,True,True,True,True
mule_000466,mule_cust_000466,True,personal_current,1,803.22,13182.36,42,31,73,1311.68,3842.82,10.96,0.761,0.844,US,True,True,True,True
mule_000467,mule_cust_000467,True,personal_current,1,1355.61,13723.46,20,35,55,2824.05,3997.48,13.31,0.834,0.659,UK,True,True,False,True
mule_000468,mule_cust_000468,True,personal_current,30,991.76,10581.23,38,45,83,218.42,2333.74,13.75,0.845,0.616,US,True,True,True,True
mule_000469,mule_cust_000469,True,personal_current,5,824.87,18089.39,35,40,75,2234.1,1638.28,19.42,0.811,0.747,US,True,True,True,True
mule_000470,mule_cust_000470,True,personal_current,30,1353.43,16432.62,12,57,69,4022.24,3773.28,19.79,0.898,0.78,US,True,True,True,True
mule_000471,mule_cust_000471,True,personal_current,5,561.6,16172.38,10,39,49,2129.01,3080.84,11.76,0.887,0.707,AU,True,True,True,True
mule_000472,mule_cust_000472,True,personal_current,2,1624.05,13185.44,35,28,63,1601.17,3406.45,12.24,0.754,0.89,DE,True,True,True,True
mule_000473,mule_cust_000473,True,personal_current,45,1140.66,12126.51,21,40,61,2720.24,3226.66,8.78,0.812,0.637,UK,False,False,False,True
mule_000474,mule_cust_000474,True,personal_current,1,558.9,19659.26,24,27,51,3383.89,3800.08,13.26,0.738,0.818,AU,True,True,True,True
mule_000475,mule_cust_000475,True,personal_current,10,1654.62,19631.16,25,33,58,1839.88,2970.82,6.03,0.924,0.636,US,True,False,True,True
mule_000476,mule_cust_000476,True,personal_current,14,1395.97,10904.53,16,46,62,4301.83,1629.02,18.04,0.722,0.833,FR,True,True,True,True
mule_000477,mule_cust_000477,True,personal_current,2,1145.52,7482.5,32,51,83,771.71,761.38,9.3,0.83,0.824,FR,True,False,True,True
mule_000478,mule_cust_000478,True,personal_current,10,1892.9,16081.15,23,28,51,3541.72,988.99,6.39,0.833,0.846,UK,True,False,False,True
mule_000479,mule_cust_000479,True,personal_current,14,1717.36,12234.11,48,18,66,1038.03,3227.3,15.68,0.925,0.775,UK,True,True,False,True
mule_000480,mule_cust_000480,True,personal_current,1,1581.7,7756.77,20,26,46,2550.97,2449.66,10.02,0.83,0.659,FR,True,True,True,True
mule_000481,mule_cust_000481,True,personal_current,2,627.45,11543.69,23,35,58,4064.56,745.28,6.05,0.923,0.716,UK,True,False,False,True
mule_000482,mule_cust_000482,True,personal_current,10,1754.62,17937.34,31,58,89,4290.62,328.06,5.74,0.856,0.619,US,True,False,True,True
mule_000483,mule_cust_000483,True,personal_current,7,1005.9,7694.0,48,38,86,2481.85,3556.05,16.25,0.814,0.854,UK,True,True,False,True
mule_000484,mule_cust_000484,True,personal_current,2,1741.96,10669.91,35,39,74,772.21,308.61,5.79,0.909,0.635,UK,True,False,False,True
mule_000485,mule_cust_000485,True,personal_current,4,1765.99,8936.13,42,51,93,391.63,2103.49,13.66,0.843,0.7,US,True,True,True,True
mule_000486,mule_cust_000486,True,personal_current,1,1050.2,6492.42,20,16,36,4856.36,3913.06,14.01,0.875,0.686,AU,True,True,True,True
mule_000487,mule_cust_000487,True,personal_current,4,1223.03,16366.65,25,15,40,659.08,1973.24,6.7,0.743,0.764,UK,True,False,False,True
mule_000488,mule_cust_000488,True,personal_current,1,976.08,8304.79,49,26,75,4549.92,3383.94,12.99,0.915,0.808,UK,True,True,False,True
mule_000489,mule_cust_000489,True,personal_current,3,1776.43,10187.88,32,54,86,3781.66,3638.87,7.41,0.834,0.658,DE,True,False,True,True
mule_000490,mule_cust_000490,True,personal_current,2,974.32,17674.56,16,54,70,2131.39,1446.33,14.38,0.739,0.712,UK,True,True,False,True
mule_000491,mule_cust_000491,True,personal_current,10,1916.31,19932.66,30,59,89,910.2,4433.25,8.14,0.733,0.661,DE,True,False,True,True
mule_000492,mule_cust_000492,True,personal_current,4,1348.12,5315.14,34,58,92,2339.96,3702.45,18.28,0.722,0.762,ES,True,True,True,True
mule_000493,mule_cust_000493,True,personal_current,3,1744.35,7005.43,43,27,70,2337.32,2273.31,17.2,0.725,0.729,AU,True,True,True,True
mule_000494,mule_cust_000494,True,personal_current,2,1441.2,18854.97,19,57,76,4030.39,3362.68,5.96,0.797,0.685,US,True,False,True,True
mule_000495,mule_cust_000495,True,personal_current,60,1464.17,15765.14,34,37,71,2010.57,3638.0,11.52,0.917,0.654,ES,False,True,True,True
mule_000496,mule_cust_000496,True,personal_current,2,989.33,16342.88,13,43,56,3119.41,2083.89,16.14,0.757,0.618,UK,True,True,False,True
mule_000497,mule_cust_000497,True,personal_current,4,752.03,10321.96,36,38,74,2999.87,3996.89,7.28,0.849,0.799,US,True,False,True,True
mule_000498,mule_cust_000498,True,personal_current,10,1116.1,12569.56,11,38,49,829.08,3618.67,12.62,0.888,0.693,CA,True,True,True,True
mule_000499,mule_cust_000499,True,personal_current,21,1200.32,10395.8,22,29,51,2329.1,4234.11,9.42,0.819,0.827,AU,True,False,True,True
mule_000500,mule_cust_000500,True,personal_current,21,1995.21,11402.87,21,35,56,2202.39,3968.21,8.06,0.907,0.767,UK,True,False,False,True
mule_000501,mule_cust_000501,True,personal_current,60,1268.92,9363.15,46,27,73,3324.0,2825.53,7.64,0.828,0.815,NL,False,False,True,True
mule_000502,mule_cust_000502,True,personal_current,2,514.32,6129.52,43,16,59,1846.53,4448.34,12.28,0.745,0.867,US,True,True,True,True
mule_000503,mule_cust_000503,True,personal_current,10,1975.57,5752.63,17,15,32,3658.19,1375.94,7.76,0.71,0.607,DE,True,False,True,True
mule_000504,mule_cust_000504,True,personal_current,1,1201.58,14088.45,47,57,104,330.11,3558.23,5.16,0.89,0.868,US,True,False,True,True
mule_000505,mule_cust_000505,True,personal_current,5,1215.48,10838.13,15,15,30,3968.91,2270.22,19.18,0.714,0.879,UK,True,True,False,True
mule_000506,mule_cust_000506,True,personal_current,5,1835.66,8940.81,30,32,62,1756.78,4291.83,17.35,0.877,0.776,FR,True,True,True,True
mule_000507,mule_cust_000507,True,personal_current,3,1171.33,15950.03,47,59,106,1442.2,1526.59,6.3,0.776,0.89,ES,True,False,True,True
mule_000508,mule_cust_000508,True,personal_current,3,1356.28,18643.93,26,16,42,4700.67,3106.72,13.55,0.853,0.883,FR,True,True,True,True
mule_000509,mule_cust_000509,True,personal_current,1,1301.21,15325.08,28,31,59,1223.08,3922.22,19.34,0.759,0.865,UK,True,True,False,True
mule_000510,mule_cust_000510,True,personal_current,1,693.84,5866.12,13,38,51,483.44,1331.74,6.56,0.774,0.627,AU,True,False,True,True
mule_000511,mule_cust_000511,True,personal_current,1,1777.77,17257.87,32,31,63,4499.49,275.91,8.59,0.708,0.701,CA,True,False,True,True
mule_000512,mule_cust_000512,True,personal_current,14,1006.97,15582.35,30,59,89,2621.61,1284.69,5.14,0.862,0.753,US,True,False,True,True
mule_000513,mule_cust_000513,True,personal_current,45,1356.8,17951.47,48,43,91,1371.91,2107.98,18.89,0.865,0.717,UK,False,True,False,True
mule_000514,mule_cust_000514,True,personal_current,2,1371.82,15772.52,17,49,66,2841.69,2385.71,15.35,0.909,0.697,IT,True,True,True,True
mule_000515,mule_cust_000515,True,personal_current,2,759.54,9001.58,29,52,81,710.78,3724.62,7.08,0.887,0.614,ES,True,False,True,True
mule_000516,mule_cust_000516,True,personal_current,10,510.19,16457.85,48,32,80,3940.95,2422.86,14.62,0.897,0.722,UK,True,True,False,True
mule_000517,mule_cust_000517,True,personal_current,14,1071.34,12440.64,43,20,63,2562.04,4441.22,9.17,0.799,0.806,FR,True,False,True,True
mule_000518,mule_cust_000518,True,personal_current,4,964.5,19067.39,31,24,55,771.3,449.84,12.25,0.755,0.676,IT,True,True,True,True
mule_000519,mule_cust_000519,True,personal_current,1,1573.05,9067.13,28,19,47,3667.57,182.15,12.64,0.735,0.86,IT,True,True,True,True
mule_000520,mule_cust_000520,True,personal_current,4,1166.59,9549.24,44,45,89,1485.4,2030.21,6.37,0.887,0.604,AU,True,False,True,True
mule_000521,mule_cust_000521,True,personal_current,2,848.61,14534.48,11,27,38,2164.08,1582.8,15.4,0.892,0.691,FR,True,True,True,True
mule_000522,mule_cust_000522,True,personal_current,3,1169.49,15905.28,29,53,82,4939.37,1129.45,14.93,0.852,0.875,UK,True,True,False,True
mule_000523,mule_cust_000523,True,personal_current,10,1352.4,9119.99,12,19,31,2687.74,3291.64,7.61,0.837,0.814,US,True,False,True,True
mule_000524,mule_cust_000524,True,personal_current,1,1173.9,9446.67,15,55,70,798.14,2988.27,5.79,0.812,0.766,UK,True,False,False,True
mule_000525,mule_cust_000525,True,personal_current,4,745.33,9561.86,15,52,67,4078.2,3489.78,6.71,0.861,0.85,CA,True,False,True,True
mule_000526,mule_cust_000526,True,personal_current,7,1187.55,12930.61,48,32,80,3267.02,504.3,11.53,0.773,0.764,UK,True,True,False,True
mule_000527,mule_cust_000527,True,personal_current,10,1692.52,7450.32,47,49,96,2545.0,2430.25,15.0,0.767,0.873,US,True,True,True,True
mule_000528,mule_cust_000528,True,personal_current,1,1613.45,14646.57,39,59,98,436.68,1270.03,7.03,0.765,0.716,ES,True,False,True,True
mule_000529,mule_cust_000529,True,personal_current,7,1752.46,15655.27,40,33,73,3732.42,1346.68,14.59,0.785,0.899,UK,True,True,False,True
mule_000530,mule_cust_000530,True,personal_current,2,1896.01,5369.67,20,41,61,1270.45,1924.35,10.22,0.705,0.628,AU,True,True,True,True
mule_000531,mule_cust_000531,True,personal_current,21,1271.34,13087.87,37,53,90,3885.81,3420.31,13.83,0.753,0.629,UK,True,True,False,True
mule_000532,mule_cust_000532,True,personal_current,7,1737.55,17874.96,43,52,95,4657.07,2938.72,9.67,0.831,0.62,NL,True,False,True,True
mule_000533,mule_cust_000533,True,personal_current,3,1216.8,10329.26,30,59,89,3557.76,1485.15,5.86,0.786,0.8,UK,True,False,False,True
mule_000534,mule_cust_000534,True,personal_current,1,709.54,15736.04,22,30,52,2404.66,484.82,15.06,0.905,0.673,US,True,True,True,True
mule_000535,mule_cust_000535,True,personal_current,14,1815.68,8647.7,16,52,68,689.02,4113.37,17.31,0.89,0.615,FR,True,True,True,True
mule_000536,mule_cust_000536,True,personal_current,4,1013.59,13197.15,24,44,68,3831.9,2683.59,7.8,0.747,0.655,UK,True,False,False,True
mule_000537,mule_cust_000537,True,personal_current,7,1760.52,5262.47,37,52,89,1173.7,4492.69,13.12,0.771,0.898,NL,True,True,True,True
mule_000538,mule_cust_000538,True,personal_current,4,890.6,17575.99,17,37,54,3497.32,4035.04,15.34,0.771,0.808,US,True,True,True,True
mule_000539,mule_cust_000539,True,personal_current,10,1429.62,6161.17,34,17,51,3090.83,1552.11,16.65,0.718,0.798,FR,True,True,True,True
mule_000540,mule_cust_000540,True,personal_current,7,1245.84,19254.61,29,15,44,292.01,2029.15,5.5,0.938,0.663,FR,True,False,True,True
mule_000541,mule_cust_000541,True,personal_current,10,826.59,14318.4,35,27,62,1216.23,777.44,16.38,0.825,0.874,UK,True,True,False,True
mule_000542,mule_cust_000542,True,personal_current,7,849.32,7351.41,43,25,68,4196.93,2296.32,18.67,0.932,0.65,UK,True,True,False,True
mule_000543,mule_cust_000543,True,personal_current,60,1859.21,5831.68,16,53,69,4593.39,1305.73,18.44,0.726,0.797,IT,False,True,True,True
mule_000544,mule_cust_000544,True,personal_current,2,1952.49,11793.25,45,46,91,3448.74,1461.9,7.82,0.776,0.628,UK,True,False,False,True
mule_000545,mule_cust_000545,True,personal_current,1,1134.42,16933.68,31,38,69,3288.46,1007.75,6.46,0.742,0.877,FR,True,False,True,True
mule_000546,mule_cust_000546,True,personal_current,3,1483.73,13059.14,30,50,80,3476.82,2884.99,8.99,0.71,0.737,IT,True,False,True,True
mule_000547,mule_cust_000547,True,personal_current,5,1748.59,19874.37,46,16,62,3520.53,3083.18,19.7,0.946,0.806,UK,True,True,False,True
mule_000548,mule_cust_000548,True,personal_current,14,660.54,16710.49,46,32,78,2037.6,2893.26,11.45,0.809,0.693,DE,True,True,True,True
mule_000549,mule_cust_000549,True,personal_current,30,1911.13,7621.72,18,47,65,2475.57,3959.23,9.07,0.701,0.649,US,True,False,True,True
mule_000550,mule_cust_000550,True,personal_current,3,1687.04,15208.41,13,32,45,2397.17,565.68,18.47,0.934,0.894,IT,True,True,True,True
mule_000551,mule_cust_000551,True,personal_current,2,569.29,13693.95,29,39,68,4066.38,484.06,11.21,0.87,0.671,UK,True,True,False,True
mule_000552,mule_cust_000552,True,personal_current,10,1445.26,19827.36,18,56,74,985.9,1452.49,6.5,0.768,0.845,US,True,False,True,True
mule_000553,mule_cust_000553,True,personal_current,1,1013.34,19720.75,13,39,52,3603.03,4091.54,7.07,0.714,0.606,UK,True,False,False,True
mule_000554,mule_cust_000554,True,personal_current,7,1591.22,16797.59,41,32,73,1668.3,2251.64,5.95,0.853,0.895,US,True,False,True,True
mule_000555,mule_cust_000555,True,personal_current,10,1250.05,6917.18,12,27,39,365.14,2911.94,17.88,0.786,0.717,IT,True,True,True,True
mule_000556,mule_cust_000556,True,personal_current,14,1572.43,8731.96,43,40,83,941.2,2876.45,5.43,0.861,0.683,US,True,False,True,True
mule_000557,mule_cust_000557,True,personal_current,3,759.14,14329.71,43,23,66,1123.26,3270.57,14.97,0.786,0.606,AU,True,True,True,True
mule_000558,mule_cust_000558,True,personal_current,45,1448.18,11529.39,28,56,84,3802.61,3396.93,7.18,0.919,0.681,BE,False,False,True,True
mule_000559,mule_cust_000559,True,personal_current,3,766.83,10275.8,37,19,56,2975.45,2749.7,16.08,0.707,0.762,UK,True,True,False,True
mule_000560,mule_cust_000560,True,personal_current,10,583.59,18675.92,22,53,75,2635.47,2070.54,6.96,0.773,0.861,IT,True,False,True,True
mule_000561,mule_cust_000561,True,personal_current,1,1391.2,15789.51,37,24,61,592.06,1097.1,8.76,0.908,0.739,US,True,False,True,True
mule_000562,mule_cust_000562,True,personal_current,30,1455.63,18480.02,16,54,70,675.9,2859.85,11.7,0.894,0.666,UK,True,True,False,True
mule_000563,mule_cust_000563,True,personal_current,4,1889.88,15656.33,43,49,92,2682.91,516.33,19.77,0.867,0.686,CA,True,True,True,True
mule_000564,mule_cust_000564,True,personal_current,1,1948.76,7621.77,14,17,31,1378.18,3271.39,16.65,0.868,0.784,IT,True,True,True,True
mule_000565,mule_cust_000565,True,personal_current,1,996.37,8724.31,33,49,82,2759.88,4482.57,17.01,0.911,0.791,UK,True,True,False,True
mule_000566,mule_cust_000566,True,personal_current,2,1887.6,10491.7,41,16,57,1490.51,4491.2,17.87,0.802,0.894,AU,True,True,True,True
mule_000567,mule_cust_000567,True,personal_current,10,547.27,6824.08,35,32,67,1969.88,3498.33,17.16,0.8,0.884,US,True,True,True,True
mule_000568,mule_cust_000568,True,personal_current,10,1225.82,18462.98,49,17,66,4162.57,3592.2,8.01,0.901,0.855,UK,True,False,False,True
mule_000569,mule_cust_000569,True,personal_current,45,574.79,7248.64,33,45,78,2963.8,2956.4,5.25,0.94,0.613,UK,False,False,False,True
mule_000570,mule_cust_000570,True,personal_current,1,1350.29,18984.0,48,51,99,4148.76,207.77,13.13,0.815,0.75,UK,True,True,False,True
mule_000571,mule_cust_000571,True,personal_current,7,1254.83,16477.23,15,55,70,917.03,2969.92,7.59,0.918,0.784,UK,True,False,False,True
mule_000572,mule_cust_000572,True,personal_current,45,1277.55,6093.48,31,53,84,1415.35,3646.07,17.27,0.945,0.751,US,False,True,True,True
mule_000573,mule_cust_000573,True,personal_current,10,698.71,13203.73,25,26,51,1625.1,152.73,19.45,0.929,0.829,UK,True,True,False,True
